TimeStamp;2025-07-07 12-02-39;2025-07-07 12-02-57;2025-07-07 12-03-15;2025-07-07 12-02-45;2025-07-07 12-03-03;2025-07-07 12-03-22;2025-07-07 12-03-40;2025-07-07 12-03-58;2025-07-07 12-03-33;2025-07-07 12-03-52;2025-07-07 12-04-10;2025-07-07 12-04-28;2025-07-07 12-04-46;2025-07-07 12-05-05;2025-07-07 12-05-23;2025-07-07 12-05-41;2025-07-07 12-04-16;2025-07-07 12-04-34;2025-07-07 12-04-53;2025-07-07 12-05-11;2025-07-07 12-05-29;2025-07-07 12-05-47;2025-07-07 12-06-06;2025-07-07 12-05-59;2025-07-07 12-06-18;2025-07-07 12-06-36;2025-07-07 12-06-54;2025-07-07 12-07-12;2025-07-07 12-07-31;2025-07-07 12-07-49;2025-07-07 12-08-07;2025-07-07 12-08-25;2025-07-07 12-08-43;2025-07-07 12-09-02;2025-07-07 12-09-20;2025-07-07 12-09-38;2025-07-07 12-09-57;2025-07-07 12-10-15;2025-07-07 12-10-33;2025-07-07 12-10-51;2025-07-07 12-11-10;2025-07-07 12-11-28;2025-07-07 12-11-46;2025-07-07 12-12-04;2025-07-07 12-12-23;2025-07-07 12-12-41;2025-07-07 12-12-59;2025-07-07 12-13-17;2025-07-07 12-13-35;2025-07-07 12-13-53;2025-07-07 12-14-11;2025-07-07 12-14-29;2025-07-07 12-14-48;2025-07-07 12-15-06;2025-07-07 12-15-24;2025-07-07 12-15-42;2025-07-07 12-16-00;2025-07-07 12-16-19;2025-07-07 12-16-37;2025-07-07 12-16-55;2025-07-07 12-17-14;2025-07-07 12-17-32;2025-07-07 12-17-51;2025-07-07 12-18-10;2025-07-07 12-18-28;2025-07-07 12-18-46;2025-07-07 12-19-04;2025-07-07 12-19-22;2025-07-07 12-19-41;2025-07-07 12-19-59;2025-07-07 12-20-17;2025-07-07 12-20-36;2025-07-07 12-20-54;2025-07-07 12-21-12;2025-07-07 12-21-30;2025-07-07 12-21-48
0.320;0.033900;0.076300;0.031700;1.906200;1.874100;1.873300;1.903300;1.871600;0.065300;0.002700;0.055600;0.056200;0.026600;0.030800;0.048900;0.013100;1.882900;1.881600;1.881600;1.871600;1.882500;1.870800;1.890800;0.069000;0.031100;0.033600;0.047000;0.000000;0.038800;0.056200;0.044600;0.035400;0.099300;0.013100;0.006100;0.030800;0.033000;0.043400;0.066300;0.002400;0.023500;0.035700;0.047900;0.005800;0.072400;0.025600;0.038400;0.018600;0.039400;0.066600;0.063800;0.004800;0.029900;0.040600;0.009700;0.040600;0.021700;0.000300;0.008200;0.005200;0.009700;0.044000;0.010300;0.047000;0.078800;0.008200;0.040900;0.063800;0.064700;0.038100;0.063200;0.093800;0.063500;0.021300;0.056200;0.063500
0.330;0.040300;0.017400;0.007300;1.906200;1.885800;1.864900;1.905400;1.879100;0.065300;0.064100;0.037200;0.007600;0.021600;0.005100;0.006400;0.013100;1.888700;1.884500;1.884100;1.871600;1.872500;1.870800;1.890800;0.025300;0.031100;0.033600;0.038400;0.000000;0.022900;0.002100;0.008500;0.002400;0.006100;0.050400;0.038800;0.036900;0.002400;0.043400;0.044900;0.002400;0.003300;0.037900;0.015500;0.045500;0.002100;0.019800;0.026800;0.029600;0.039400;0.028700;0.030200;0.047000;0.056200;0.000600;0.059500;0.019800;0.032000;0.059800;0.045200;0.015200;0.010400;0.044000;0.084900;0.001200;0.025900;0.058000;0.016500;0.000000;0.064700;0.000900;0.040900;0.011300;0.033900;0.021300;0.056200;0.014900
0.340;0.037200;0.094100;0.007300;1.905800;1.883300;1.864900;1.905400;1.878700;0.028400;0.025300;0.018600;0.090700;0.013700;0.050100;0.006400;0.092500;1.865800;1.877400;1.882100;1.870000;1.873300;1.870800;1.890400;0.025300;0.042400;0.039700;0.007000;0.038500;0.032700;0.107800;0.020700;0.002400;0.057400;0.056500;0.028100;0.036900;0.027500;0.010000;0.030500;0.066900;0.003300;0.040600;0.131300;0.001500;0.002100;0.054400;0.043400;0.035400;0.030500;0.032000;0.034200;0.006100;0.014600;0.101100;0.026200;0.027100;0.032000;0.059800;0.057700;0.039100;0.010400;0.035700;0.024700;0.115700;0.046400;0.080600;0.016500;0.095600;0.014000;0.000900;0.046100;0.011300;0.033900;0.101700;0.007900;0.007600
0.350;0.037200;0.025900;0.056800;1.889100;1.857900;1.850800;1.881600;1.878700;0.128000;0.025300;0.018600;0.090700;0.013700;0.003300;0.004900;0.047300;1.865800;1.877400;1.860000;1.870000;1.873300;1.868300;1.887000;0.057700;0.020100;0.039700;0.007000;0.006700;0.032700;0.015800;0.013100;0.047000;0.053500;0.018600;0.028100;0.013400;0.000600;0.004800;0.046400;0.066900;0.098000;0.018300;0.027800;0.118800;0.000900;0.079400;0.043400;0.027500;0.019200;0.032000;0.037800;0.006100;0.014600;0.023800;0.072400;0.005400;0.027700;0.022300;0.057700;0.103200;0.000000;0.035700;0.002400;0.066200;0.027200;0.080600;0.080900;0.039100;0.123100;0.014300;0.042100;0.057100;0.011600;0.028100;0.007900;0.007600
0.360;0.008200;0.025900;0.056800;1.870400;1.885400;1.855400;1.900400;1.851200;0.013400;0.012500;0.018900;0.016500;0.013700;0.035700;0.018000;0.024100;1.857100;1.848700;1.890800;1.864100;1.870400;1.853300;1.863700;0.002400;0.048800;0.002700;0.011900;0.061400;0.006400;0.015800;0.035700;0.047000;0.005200;0.043300;0.069300;0.036300;0.023800;0.014900;0.006700;0.022900;0.056200;0.063800;0.048900;0.118800;0.033300;0.004200;0.050100;0.052800;0.046700;0.036600;0.008500;0.080000;0.019800;0.030500;0.072400;0.005400;0.003300;0.002400;0.048500;0.020100;0.039700;0.017700;0.002400;0.066200;0.018600;0.055900;0.052500;0.006400;0.025900;0.029600;0.000600;0.057100;0.037500;0.032300;0.067800;0.034800
0.370;0.071100;0.074800;0.014600;1.870400;1.873300;1.866200;1.896200;1.878700;0.037500;0.012500;0.023800;0.028000;0.048900;0.035700;0.023200;0.024100;1.877500;1.848700;1.890800;1.852400;1.848700;1.866600;1.863700;0.074500;0.020100;0.067200;0.011900;0.078200;0.051900;0.029600;0.035700;0.014900;0.005200;0.014600;0.069300;0.036300;0.023800;0.014900;0.061100;0.073300;0.008200;0.063800;0.048900;0.004900;0.013400;0.023800;0.050100;0.052800;0.046700;0.003000;0.008500;0.080600;0.019800;0.030500;0.076700;0.038800;0.074200;0.080000;0.048500;0.020100;0.003300;0.062900;0.013400;0.022300;0.063800;0.055900;0.019800;0.006400;0.025900;0.040900;0.000600;0.027400;0.015800;0.032300;0.014000;0.019800
0.380;0.027500;0.074800;0.035400;1.892100;1.884600;1.866200;1.896200;1.867900;0.053100;0.000900;0.062000;0.056200;0.021900;0.036600;0.055200;0.014300;1.871600;1.875800;1.865400;1.874100;1.870800;1.874500;1.877000;0.074500;0.029900;0.039100;0.050700;0.008200;0.040300;0.058000;0.047300;0.030800;0.090100;0.014600;0.002700;0.036300;0.031100;0.046100;0.061100;0.001500;0.034500;0.037500;0.048900;0.004900;0.075100;0.023800;0.043700;0.015800;0.034200;0.063800;0.062600;0.000300;0.035400;0.041500;0.006100;0.038800;0.018300;0.004500;0.012800;0.011000;0.003300;0.046100;0.013400;0.043600;0.063800;0.006400;0.044300;0.064700;0.063500;0.046400;0.060100;0.094400;0.058900;0.021000;0.057700;0.069600
0.390;0.036300;0.012500;0.014000;1.892100;1.884600;1.882900;1.908700;1.882500;0.053100;0.063500;0.049500;0.002700;0.021900;0.008800;0.001500;0.014300;1.882900;1.868700;1.882000;1.874100;1.864900;1.870800;1.877000;0.032300;0.029900;0.039100;0.040300;0.008200;0.017100;0.010000;0.011600;0.007000;0.010600;0.050100;0.036300;0.042100;0.003900;0.046100;0.039700;0.001500;0.005200;0.038100;0.014600;0.062000;0.000600;0.014300;0.025600;0.021600;0.034200;0.039100;0.032300;0.041500;0.049500;0.001200;0.054300;0.013100;0.032100;0.060800;0.052500;0.005500;0.005500;0.046100;0.078800;0.001800;0.025300;0.053700;0.012800;0.003300;0.063500;0.005800;0.042400;0.014300;0.027400;0.021000;0.057700;0.014000
0.400;0.029900;0.092900;0.014000;1.890800;1.883700;1.882900;1.908700;1.879900;0.030800;0.013100;0.019800;0.002700;0.011000;0.039700;0.001500;0.079100;1.880800;1.869500;1.883700;1.869500;1.867000;1.870800;1.867500;0.032300;0.039400;0.035700;0.000600;0.036000;0.028700;0.098300;0.027100;0.007000;0.056500;0.054700;0.028700;0.042100;0.034500;0.002400;0.027200;0.065700;0.005200;0.035700;0.127100;0.010900;0.000600;0.043300;0.033300;0.040300;0.050700;0.033600;0.039400;0.041500;0.025600;0.094400;0.029300;0.023500;0.032100;0.060800;0.066600;0.033600;0.005500;0.029900;0.035100;0.114800;0.036900;0.076400;0.012800;0.084000;0.010600;0.005800;0.042400;0.014300;0.027400;0.090400;0.002100;0.002100
0.410;0.029900;0.025000;0.051900;1.900000;1.896200;1.896600;1.935000;1.879900;0.105100;0.013100;0.019800;0.087300;0.011000;0.008500;0.001800;0.039100;1.880800;1.869500;1.895000;1.869500;1.867000;1.883300;1.888700;0.054300;0.021300;0.035700;0.000600;0.001800;0.028700;0.016500;0.013100;0.062600;0.050100;0.018000;0.028700;0.011900;0.003600;0.001200;0.053100;0.065700;0.099600;0.018600;0.036900;0.124900;0.001500;0.079700;0.033300;0.027500;0.008500;0.033600;0.031700;0.003300;0.025600;0.022000;0.068100;0.002400;0.033600;0.021000;0.066600;0.096200;0.001200;0.029900;0.002400;0.061700;0.030500;0.076400;0.075400;0.036600;0.119100;0.012200;0.038800;0.011900;0.003000;0.031400;0.002100;0.002100
0.420;0.007300;0.025000;0.051900;1.927900;1.912900;1.895000;1.937500;1.889600;0.008500;0.018900;0.029300;0.017100;0.020400;0.029600;0.017400;0.010400;1.899200;1.890000;1.895000;1.887900;1.887000;1.894100;1.896600;0.016200;0.050400;0.009400;0.011900;0.054000;0.052500;0.016500;0.013100;0.062600;0.003600;0.040300;0.061700;0.035400;0.032000;0.011600;0.053100;0.019500;0.059500;0.057400;0.045800;0.124900;0.029900;0.005100;0.045200;0.052200;0.044300;0.014300;0.010000;0.073900;0.014300;0.026800;0.068100;0.002400;0.008200;0.008800;0.041200;0.017400;0.036000;0.015500;0.002400;0.061700;0.014000;0.049100;0.053100;0.000900;0.034500;0.028400;0.005500;0.055600;0.026200;0.041200;0.060800;0.036300
0.430;0.070200;0.068400;0.021700;1.927900;1.902500;1.900000;1.927500;1.905000;0.028700;0.018900;0.029300;0.029000;0.049500;0.029600;0.030500;0.010400;1.904100;1.890000;1.909600;1.890000;1.884600;1.905800;1.896600;0.070500;0.017400;0.065000;0.011900;0.080000;0.052500;0.022900;0.025000;0.022000;0.003600;0.015500;0.061700;0.034800;0.032000;0.011600;0.058600;0.072700;0.007900;0.057400;0.043700;0.001800;0.000900;0.029600;0.045200;0.052200;0.044300;0.014300;0.010000;0.080000;0.014300;0.026800;0.001800;0.038500;0.074500;0.082800;0.041200;0.017400;0.010000;0.064700;0.015800;0.013400;0.060100;0.049100;0.014600;0.000900;0.034500;0.046400;0.005500;0.013100;0.019800;0.041200;0.018900;0.024700
0.440;0.027500;0.068400;0.032300;1.926700;1.907100;1.900000;1.927500;1.888700;0.055300;0.003300;0.054000;0.054700;0.028100;0.028700;0.048800;0.010300;1.897100;1.910000;1.893300;1.888700;1.906600;1.903700;1.907100;0.038800;0.031400;0.038800;0.049400;0.001500;0.040600;0.055900;0.051300;0.031100;0.090700;0.015500;0.003300;0.034800;0.029000;0.041200;0.058600;0.001800;0.007900;0.029900;0.043700;0.001800;0.072100;0.029600;0.046400;0.016500;0.033200;0.067800;0.062300;0.007900;0.029300;0.041500;0.001800;0.038500;0.019200;0.002100;0.015600;0.000300;0.010000;0.039400;0.015800;0.029900;0.060100;0.007300;0.041500;0.058300;0.065900;0.049700;0.058900;0.089800;0.056200;0.013700;0.056200;0.070200
0.450;0.030800;0.013100;0.005800;1.926700;1.907100;1.873700;1.902900;1.897500;0.018000;0.065000;0.052500;0.000600;0.028100;0.003900;0.005200;0.010300;1.892900;1.895800;1.900000;1.888700;1.896200;1.891600;1.907100;0.029300;0.031400;0.038800;0.041500;0.001500;0.010400;0.000600;0.018900;0.003600;0.002700;0.052500;0.033300;0.044300;0.002400;0.041200;0.042700;0.001800;0.000600;0.038100;0.013700;0.056800;0.001200;0.012800;0.016800;0.016800;0.033200;0.029900;0.026500;0.040000;0.040600;0.000300;0.051000;0.012500;0.029900;0.059500;0.048800;0.012500;0.013700;0.039400;0.081800;0.010300;0.024100;0.050400;0.005500;0.002100;0.065900;0.020100;0.036300;0.002400;0.029600;0.013700;0.056200;0.009400
0.460;0.026800;0.092500;0.005800;1.917100;1.882900;1.873700;1.902900;1.879500;0.018000;0.021700;0.021300;0.088300;0.013100;0.048200;0.005200;0.084000;1.872900;1.887500;1.879100;1.878700;1.903700;1.891600;1.894500;0.029300;0.034800;0.039100;0.009400;0.036600;0.031700;0.091300;0.011200;0.003600;0.053700;0.057100;0.023200;0.044300;0.037800;0.007300;0.028100;0.066900;0.000600;0.032700;0.115400;0.003900;0.001200;0.054000;0.033300;0.032300;0.044300;0.033500;0.038400;0.004200;0.005800;0.104200;0.023800;0.027400;0.029900;0.059500;0.066600;0.037500;0.013700;0.025600;0.021400;0.098600;0.038100;0.076400;0.005500;0.085200;0.017100;0.020100;0.040000;0.002400;0.029600;0.090700;0.007000;0.002700
0.470;0.026800;0.025600;0.055900;1.897900;1.877900;1.867400;1.906600;1.879500;0.118200;0.021700;0.021300;0.088300;0.013100;0.007900;0.004900;0.049800;1.872900;1.887500;1.871200;1.878700;1.903700;1.886200;1.892900;0.048500;0.020100;0.039100;0.009400;0.006700;0.031700;0.015500;0.015600;0.065900;0.045800;0.025000;0.023200;0.005200;0.002400;0.003900;0.048200;0.066900;0.093500;0.017100;0.033300;0.119400;0.004800;0.084900;0.033300;0.021000;0.008200;0.033500;0.027400;0.004200;0.005800;0.027200;0.073600;0.001200;0.027100;0.023800;0.066600;0.102300;0.000300;0.025600;0.002400;0.063800;0.027800;0.076400;0.071800;0.035400;0.120900;0.003600;0.040000;0.016800;0.004200;0.029000;0.007000;0.002700
0.480;0.013100;0.025600;0.055900;1.892900;1.876600;1.859500;1.892100;1.876200;0.017700;0.014600;0.017400;0.011300;0.018900;0.036000;0.014300;0.009700;1.880400;1.865000;1.871200;1.873700;1.887000;1.875000;1.875800;0.007900;0.043000;0.014600;0.009400;0.054000;0.056800;0.015500;0.034200;0.065900;0.004200;0.041500;0.068700;0.038500;0.030800;0.020100;0.048200;0.021300;0.058900;0.053700;0.038500;0.119400;0.031100;0.005100;0.044300;0.052800;0.044900;0.011900;0.011300;0.072400;0.018600;0.028700;0.073600;0.001200;0.023500;0.012500;0.047900;0.102300;0.038400;0.012800;0.002400;0.063800;0.009700;0.047900;0.057100;0.009700;0.026800;0.023500;0.007900;0.053400;0.031100;0.029000;0.063800;0.040300
0.490;0.063800;0.064400;0.012200;1.892900;1.860000;1.870400;1.893700;1.869100;0.029900;0.014600;0.021300;0.024100;0.055000;0.036000;0.027200;0.009700;1.864900;1.865000;1.859500;1.859100;1.877000;1.869500;1.875800;0.066600;0.020700;0.068100;0.009400;0.078800;0.056800;0.022300;0.034200;0.010400;0.004200;0.013700;0.068700;0.030200;0.030800;0.020100;0.057400;0.072400;0.008200;0.053700;0.045200;0.006700;0.000900;0.021600;0.044300;0.052800;0.044900;0.011900;0.011300;0.075400;0.018600;0.028700;0.003000;0.039100;0.076900;0.077500;0.047900;0.020400;0.003000;0.052200;0.011900;0.005400;0.055600;0.047900;0.015800;0.009700;0.026800;0.041800;0.007900;0.023800;0.017100;0.029000;0.017700;0.027100
0.500;0.033300;0.064400;0.034500;1.893700;1.877100;1.870400;1.893700;1.855000;0.049200;0.007300;0.054300;0.052200;0.021300;0.030800;0.046400;0.013700;1.864500;1.870400;1.859500;1.865000;1.883700;1.867500;1.875800;0.052500;0.027200;0.029600;0.055600;0.002700;0.035100;0.056800;0.043000;0.033000;0.092200;0.013700;0.005400;0.030200;0.030800;0.036900;0.057400;0.007300;0.008200;0.037200;0.045200;0.006700;0.075100;0.021600;0.038400;0.019200;0.032000;0.071500;0.056500;0.008800;0.039100;0.033600;0.003000;0.039100;0.029300;0.001500;0.006100;0.002100;0.003000;0.043000;0.011900;0.036600;0.055600;0.007900;0.038500;0.060500;0.063800;0.051900;0.057700;0.080000;0.055600;0.015200;0.055000;0.072100
0.510;0.021000;0.010000;0.003600;1.893700;1.877100;1.861600;1.928800;1.874900;0.023800;0.068400;0.049200;0.006400;0.021300;0.006400;0.005200;0.013700;1.880400;1.857900;1.877400;1.865000;1.864900;1.877500;1.875800;0.010700;0.027200;0.029600;0.040600;0.002700;0.012200;0.016100;0.016500;0.006000;0.013400;0.055600;0.032000;0.044900;0.011000;0.047300;0.030800;0.007300;0.001200;0.032300;0.012500;0.040600;0.004800;0.012200;0.011300;0.023500;0.032000;0.026200;0.028400;0.040300;0.045800;0.006700;0.061400;0.012500;0.027500;0.051900;0.049800;0.012200;0.012200;0.000300;0.081500;0.006400;0.025900;0.052200;0.013700;0.001500;0.063800;0.051900;0.041500;0.017400;0.032000;0.015200;0.055000;0.013100
0.520;0.022900;0.086400;0.003600;1.890000;1.891200;1.886200;1.928800;1.894100;0.023800;0.027500;0.000600;0.006400;0.003000;0.048500;0.005200;0.077300;1.894600;1.868300;1.892900;1.869100;1.883700;1.877500;1.880000;0.010700;0.033300;0.029900;0.003600;0.039100;0.026200;0.100200;0.028700;0.006000;0.049400;0.052800;0.028400;0.044900;0.024100;0.006700;0.026200;0.067200;0.001200;0.037800;0.118200;0.007900;0.002700;0.054000;0.025900;0.040600;0.048200;0.030800;0.029300;0.005800;0.013400;0.102000;0.025300;0.020400;0.027500;0.051900;0.071200;0.041200;0.012200;0.024400;0.026500;0.105700;0.028100;0.078800;0.013700;0.085200;0.011300;0.002700;0.036600;0.017400;0.032000;0.086100;0.001200;0.003600
0.530;0.022900;0.019800;0.055900;1.922900;1.903700;1.893300;1.952100;1.894100;0.099900;0.027500;0.000600;0.089800;0.003000;0.009400;0.010300;0.053700;1.894600;1.868300;1.897100;1.869100;1.883700;1.909200;1.913700;0.046100;0.027500;0.029900;0.003600;0.008200;0.026200;0.015500;0.012500;0.064100;0.043600;0.022000;0.028400;0.012500;0.001200;0.006700;0.043400;0.067200;0.098300;0.025600;0.040000;0.121300;0.002700;0.086700;0.025900;0.028100;0.006400;0.030800;0.028400;0.005800;0.013400;0.027500;0.066600;0.001200;0.023500;0.011900;0.071200;0.102300;0.001500;0.024400;0.006400;0.062300;0.028100;0.078800;0.073000;0.033300;0.127700;0.014600;0.036600;0.011300;0.008500;0.035400;0.001200;0.003600
0.540;0.014300;0.019800;0.055900;1.929200;1.902900;1.896200;1.946700;1.895400;0.017700;0.018900;0.021600;0.009400;0.019500;0.031100;0.020400;0;1.898700;1.897100;1.897100;1.898700;1.897100;1.905800;1.898300;0.013700;0.051900;0.011600;0.004500;0.052800;0.040900;0.015500;0.012500;0.064100;0.005800;0.048500;0.065000;0.032600;0.035100;0.024100;0.043400;0.025300;0.065000;0.055000;0.037600;0.121300;0.021600;0.006400;0.012500;0.058000;0.044900;0.016500;0.017700;0.078500;0.015500;0.031700;0.066600;0.001200;0.018600;0.014900;0.041800;0.021000;0.038100;0.020400;0.006400;0.062300;0.009400;0.049500;0.050100;0.014900;0.027800;0.025000;0.011900;0.053400;0.023800;0.022300;0.065700;0.042100
0.550;0.059800;0.067200;0.014300;1.929200;1.911700;1.917500;1.960900;1.913709600;0.028100;0.018900;0.025000;0.019800;0.042400;0.031100;0.029300;1.918800;1.903300;1.897100;1.916700;1.891200;1.906200;1.910000;1.898300;0.063500;0.022600;0.070200;0.004500;0.085800;0.040900;0.026300;0.033900;0.011900;0.005800;0.019200;0.065000;0.027500;0.035100;0.024100;0.006000;0.069000;0.006400;0.055000;0.045800;0.009700;0.006100;0.023800;0.040300;0.058000;0.017400;0.016500;0.017700;0.084300;0.015500;0.031700;0.013400;0.038800;0.066600;0.078800;0.041800;0.021000;0.000600;0.055900;0.015900;0.005500;0.054600;0.049500;0.004200;0.014900;0.027800;0.043100;0.011900;0.016800;0.021900;0.022300;0.016500;0.027500
0.560;0.027200;0.067200;0.036600;1.948800;1.922900;1.917500;1.960900;0.026200;0.046700;0.007900;0.054300;0.053400;0.024400;0.031400;0.051300;1.920000;1.920000;1.915800;1.916700;1.900400;1.931700;1.934200;1.921700;0.051300;0.031400;0.025000;0.045200;0.007900;0.029600;0.047000;0.047000;0.029600;0.088000;0.019200;0.000900;0.003300;0.033900;0.031700;0.051900;0.003600;0.006400;0.044000;0.045800;0.009700;0.071200;0.023800;0.041500;0.014000;0.031400;0.067500;0.064400;0.019800;0.033300;0.036300;0.013400;0.038800;0.033600;0.003000;0.009400;0.001200;0.000600;0.034200;0.015900;0.029300;0.054600;0.001800;0.044000;0.056500;0.066600;0.053700;0.060200;0.090700;0.051600;0.004500;0.057400;0.070200
0.570;0.025000;0.000900;0.002400;1.948800;1.922900;1.903300;1.927900;0.026900;0.020700;0.064400;0.052800;0.002100;0.024400;0.005700;0.004200;1.893300;1.898300;1.916700;1.922100;1.900400;1.928300;1.912900;1.921700;0.014300;0.031400;0.025000;0.035100;0.007900;0.005800;0.000000;0.014000;0.006100;0.012800;0.050100;0.029000;0.045500;0.012200;0.040300;0.043700;0.003600;0.004900;0.035400;0.114500;0.058300;0.003300;0.053400;0.005800;0.026200;0.031400;0.024700;0.018300;0.045200;0.045800;0.010000;0.051600;0.011900;0.026500;0.051600;0.053100;0.005500;0.009100;0.003600;0.077900;0.004900;0.020400;0.049400;0.003900;0.005500;0.066600;0.053700;0.037200;0.013400;0.033000;0.004500;0.057400;0.002100
0.580;0.890300;0.125200;0.002400;1.929600;1.895000;1.892900;1.927900;0.024700;0.020700;0.023200;0.013400;0.002100;0.873800;0.048500;0.004200;1.893300;1.874500;1.912900;1.885800;1.895800;1.930500;1.912900;1.910000;0.014300;0.036300;0.900400;0.272200;0.037800;0.895500;0.097100;0.027100;0.006100;0.048200;0.052200;0.063800;0.045500;0.033600;0.009400;0.016800;0.066000;0.004900;0.294200;0.114500;0.005200;0.267900;0.053400;0.897400;0.032600;0.044900;0.026500;0.034500;0.041200;0.000000;0.096500;0.055000;0.030200;0.026500;0.051600;0.067800;0.039400;0.009100;0.885500;0.019200;0.101400;0.028700;0.074800;0.003900;0.119400;0.007300;0.002700;0.036900;0.013400;0.011600;0.095000;0.870800;0.252600
0.590;0.890300;3.377500;1.927100;1.920000;1.885800;1.876200;1.927500;0.009700;0.109600;0.023200;0.013400;3.356500;0.873800;0.862800;0.268500;1.888300;1.874500;1.912900;1.869500;1.895800;1.930500;1.910000;1.900000;0.920300;0.855800;0.900400;0.272200;0.039400;0.895500;1.975000;0.845700;1.924900;0.306800;0.854000;0.063800;0.858600;0.862800;0.009400;0.913900;0.066000;0.092500;4.668800;1.948500;1.865400;0.267900;1.895900;0.897400;0.286300;0.861000;0.026500;0.901000;0.041200;0.000000;1.970800;3.279100;0.862200;0.290200;0.288400;0.067800;1.881000;0.268200;0.885500;0.262700;1.919700;0.897400;0.074800;0.088300;3.360400;1.878800;0.276500;0.036900;0.257200;0.011600;1.931400;0.870800;4.645600
0.600;5.779200;3.377500;1.927100;1.901700;1.902500;1.895000;1.925000;0.009700;1.957300;6.512200;0.280500;3.356500;5.739200;5.729700;4.676800;1.904100;1.890000;1.870000;1.869500;1.884600;1.899200;1.887900;1.869100;5.743400;5.728500;5.736700;7.247400;3.282200;7.464300;1.975000;0.845700;1.924900;4.685000;5.748000;6.872200;5.719900;5.725700;4.660900;0.913900;0.850300;1.901400;7.220500;6.510100;1.865400;4.659600;6.469100;7.496700;4.686200;5.712000;5.724500;5.749900;3.275800;4.674600;6.513800;3.279100;0.862200;4.670600;4.680100;5.732400;6.456000;4.647400;5.734300;0.262700;1.919700;5.751400;5.726900;1.914300;6.924700;6.498500;4.654800;5.745900;4.654200;0.887300;6.492300;5.727200;4.645600
0.610;7.627500;8.045199;6.515900;1.901700;1.892900;1.874100;1.940000;0.031400;6.526000;6.512200;4.659600;7.008100;7.486900;5.729700;7.202100;1.877500;1.889100;1.870000;1.886200;1.885400;1.900400;1.911200;1.869100;7.497000;7.458800;7.499800;7.247400;6.895700;7.464300;6.512200;5.730600;6.487200;4.685000;7.442000;6.872200;7.443200;5.725700;4.660900;7.467700;5.728200;6.467900;8.165900;7.664800;7.717900;7.204600;7.744200;7.496700;4.686200;5.712000;5.724500;5.749900;6.914300;4.674600;6.513800;7.976100;7.460300;7.208600;7.272700;5.732400;6.456000;7.191500;7.464600;7.238800;6.478300;7.493000;5.726900;6.477400;6.924700;6.498500;7.223200;5.745900;7.226900;5.725700;6.492300;7.461600;7.214700
0.620;8.501300;8.045199;7.795500;1.920800;1.894600;1.874100;1.940000;0.028400;7.763500;7.769900;7.231500;7.976700;8.388599;7.452400;8.198900;1.900800;1.889100;1.912900;1.886200;1.899600;1.914600;1.902500;1.886600;8.404799;8.428900;8.341300;8.224500;7.992600;8.316200;7.703000;7.457000;7.729800;7.247100;7.442000;7.979200;8.367499;7.442600;7.208900;7.467700;7.477400;6.467900;8.165900;7.664800;7.717900;8.185400;7.744200;8.349800;7.241000;8.438100;7.467100;7.484200;8.000600;7.212200;7.694700;7.976100;7.460300;8.157000;8.169200;7.440500;7.714900;7.191500;8.324800;7.238800;7.731300;7.493000;7.464000;7.741400;7.929700;8.556399;8.210500;7.492700;8.251100;7.465500;8.436299;8.485499;8.212000
0.630;6.907600;8.271900;8.498300;1.920800;1.894600;1.895400;1.935400;0.031700;8.539300;8.571000;8.227600;8.219000;8.388599;8.395000;7.643700;1.895800;1.888700;1.888300;1.900400;1.899600;1.889200;1.898700;1.886600;6.668000;8.428900;8.341300;7.718500;7.992600;6.757900;8.434999;8.381900;8.431100;8.139299;8.441200;8.244699;6.717300;8.331200;8.176000;8.324100;7.477400;8.397500;7.681900;5.524600;8.502600;7.621100;8.432600;6.759700;8.170400;8.438100;8.311900;8.368700;8.316200;8.174399;8.400499;8.307600;8.386499;7.717900;7.582300;8.443900;8.447900;7.607600;6.778300;8.264000;8.415200;8.387400;8.441500;8.428599;8.275599;8.556399;8.210500;8.377000;7.698400;8.334200;8.436299;8.485499;7.631100
0.640;3.465800;4.813000;5.760900;1.907500;1.892100;1.895400;1.935400;0.033000;8.539300;5.689700;7.706000;8.219000;3.270000;6.743200;7.643700;1.902500;1.888300;1.892900;1.897900;1.882900;1.906600;1.898700;1.891600;6.668000;6.699200;3.306400;3.843200;8.299399;3.242200;5.622100;6.738300;8.431100;7.643700;6.754200;4.635800;6.717300;6.748700;7.652200;6.699500;6.818100;8.397500;3.787000;5.524600;5.585800;3.906200;5.692700;3.252900;7.769000;6.674800;6.724000;6.676600;4.552400;7.666900;5.682900;4.583600;6.757600;7.717900;7.582300;6.713600;5.677800;7.607600;3.224800;7.645200;5.652400;6.699500;6.665300;8.428599;4.528900;5.666400;7.687700;6.663700;7.698400;6.780500;5.567400;3.233000;3.893900
