TimeStamp;2025-07-07 12-02-39;2025-07-07 12-02-57;2025-07-07 12-03-15;2025-07-07 12-03-33;2025-07-07 12-03-52;2025-07-07 12-04-10;2025-07-07 12-04-28;2025-07-07 12-04-46;2025-07-07 12-05-05;2025-07-07 12-05-23;2025-07-07 12-05-41;2025-07-07 12-05-59;2025-07-07 12-06-18;2025-07-07 12-06-36;2025-07-07 12-06-54;2025-07-07 12-07-12;2025-07-07 12-07-31;2025-07-07 12-07-49;2025-07-07 12-08-07;2025-07-07 12-08-25;2025-07-07 12-08-43;2025-07-07 12-09-02;2025-07-07 12-09-20;2025-07-07 12-09-38;2025-07-07 12-09-57;2025-07-07 12-10-15;2025-07-07 12-10-33;2025-07-07 12-10-51;2025-07-07 12-11-10;2025-07-07 12-11-28;2025-07-07 12-11-46;2025-07-07 12-12-04;2025-07-07 12-12-23;2025-07-07 12-12-41;2025-07-07 12-12-59;2025-07-07 12-13-17;2025-07-07 12-13-35;2025-07-07 12-13-53;2025-07-07 12-14-11;2025-07-07 12-14-29;2025-07-07 12-14-48;2025-07-07 12-15-06;2025-07-07 12-15-24;2025-07-07 12-15-42;2025-07-07 12-16-00;2025-07-07 12-16-19;2025-07-07 12-14-24;2025-07-07 12-14-43;2025-07-07 12-15-01;2025-07-07 12-15-19;2025-07-07 12-15-38;2025-07-07 12-15-56;2025-07-07 12-16-14;2025-07-07 12-16-32;2025-07-07 12-16-50;2025-07-07 12-16-37;2025-07-07 12-16-55;2025-07-07 12-17-14;2025-07-07 12-17-32;2025-07-07 12-17-51;2025-07-07 12-17-09;2025-07-07 12-17-27;2025-07-07 12-17-47;2025-07-07 12-18-10;2025-07-07 12-18-28;2025-07-07 12-18-46;2025-07-07 12-19-04;2025-07-07 12-19-22;2025-07-07 12-19-41;2025-07-07 12-19-59;2025-07-07 12-20-17;2025-07-07 12-20-36;2025-07-07 12-20-54;2025-07-07 12-21-12;2025-07-07 12-21-30;2025-07-07 12-21-48
0.320;0.312500;0.066200;0.061000;0.016400;0.093800;0.070200;0.023000;0.053800;0.311800;0.193600;0.062900;0.030800;0.055100;0.067500;0.023000;0.114200;0.290100;0.212700;0.066900;0.027600;0.041400;0.067500;0.023000;0.119500;0.288100;0.210700;0.057000;0.137900;0.091200;0.063600;0.028900;0.109600;0.301900;0.061600;0.053800;0.145700;0.069500;0.080000;0.031500;0.116800;0.297300;0.051800;0.057000;0.021000;0.092500;0.065600;1.935900;1.939600;1.932900;1.955900;1.914200;1.962500;1.964200;1.964200;5600;0.030200;0.107000;0.291400;0.049900;0.074100;1.977600;1.966700;1.963400;0.019700;0.083300;0.057000;0.026900;0.115500;0.288100;0.044600;0.068900;0.024900;0.082000;0.061000;0.019700;0.045300
0.330;0.313100;0.066900;0.059700;0.016400;0.094500;0.068900;0.021000;0.053800;0.311100;0.191600;0.062900;0.029500;0.055100;0.067500;0.021600;0.114200;0.290100;0.211400;0.068900;0.028200;0.040700;0.067500;0.021600;0.118800;0.288800;0.210700;0.056400;0.137900;0.090500;0.060300;0.027600;0.112900;0.302600;0.062900;0.055100;0.145100;0.069500;0.081300;0.028200;0.117500;0.298700;0.050500;0.056400;0.020300;0.091900;0.065600;1.935900;1.905000;1.919200;1.915800;1.902500;1.910400;1.942500;1.905000;0.063600;0.028200;0.105700;0.294100;0.049900;0.071500;1.910400;1.884100;1.902900;0.016400;0.082700;0.058300;0.025600;0.117500;0.288100;0.048600;0.069500;0.026200;0.084000;0.061000;0.019700;0.046600
0.340;0.312500;0.067500;0.059700;0.015700;0.093200;0.069500;0.023600;0.053100;0.311800;0.191600;0.064900;0.029500;0.055100;0.067500;0.021600;0.112200;0.290100;0.212000;0.067500;0.028200;0.040000;0.068900;0.023000;0.118800;0.289500;0.209400;0.055700;0.137200;0.090500;0.063600;0.028900;0.111600;0.302600;0.061600;0.055100;0.145700;0.071500;0.080000;0.034100;0.116800;0.298700;0.047300;0.057000;0.018400;0.091900;0.065600;1.881600;1.882500;1.919200;1.915800;1.860000;1.899600;1.920000;1.905000;0.068200;0.028900;0.109600;0.294100;0.050500;0.073500;1.910400;1.888300;1.903300;0.021600;0.080000;0.055700;0.025600;0.117500;0.289500;0.048600;0.070200;0.026200;0.084000;0.062900;0.020300;0.044000
0.350;0.312500;0.065600;0.061000;0.016400;0.093200;0.069500;0.023600;0.053100;0.312500;0.192300;0.064300;0.031500;0.055100;0.067500;0.021600;0.114900;0.290100;0.212000;0.070800;0.028900;0.040700;0.068900;0.023000;0.120800;0.289500;0.212000;0.057700;0.137200;0.092500;0.061000;0.030200;0.110900;0.300600;0.061000;0.055100;0.147700;0.070800;0.080000;0.027600;0.116800;0.298700;0.052500;0.054400;0.021600;0.089900;0.065600;1.914600;1.885000;1.910400;1.907100;1.860000;1.877900;1.893300;1.914600;0.068200;0.028900;0.106300;0.292100;0.050500;0.073500;1.883300;1.888700;1.892500;0.017000;0.083300;0.055700;0.028200;0.115500;0.288100;0.044600;0.068900;0.027600;0.081300;0.061600;0.020300;0.044000
0.360;0.311100;0.065600;0.061000;0.017700;0.092500;0.069500;0.023000;0.053100;0.312500;0.193000;0.064300;0.031500;0.053800;0.067500;0.023000;0.114900;0.290100;0.212000;0.066200;0.028900;0.040700;0.068900;0.021600;0.120100;0.289500;0.210000;0.057700;0.138500;0.091900;0.061600;0.027600;0.110900;0.301900;0.065600;0.055700;0.143800;0.070200;0.077400;0.033500;0.120100;0.296700;0.047900;0.054400;0.021600;0.092500;0.068200;1.912100;1.885400;1.900400;1.907100;1.877900;1.885000;1.900400;1.904600;0.066900;0.026200;0.108900;0.292100;0.049900;0.073500;1.891200;1.878700;1.892500;0.017000;0.084000;0.055100;0.024900;0.118800;0.289500;0.047900;0.072100;0.027600;0.082700;0.061000;0.017700;0.047900
0.370;0.312500;0.065600;0.062300;0.017000;0.092500;0.069500;0.021600;0.053800;0.312500;0.193600;0.064300;0.030200;0.055100;0.068200;0.023000;0.114900;0.290100;0.210700;0.066200;0.028900;0.040700;0.068200;0.021600;0.119500;0.289500;0.210000;0.055100;0.137200;0.091900;0.061600;0.029500;0.109600;0.301300;0.060300;0.055700;0.143800;0.070200;0.082000;0.033500;0.115500;0.296700;0.047900;0.057000;0.019000;0.090500;0.064300;1.922500;1.885400;1.917900;1.895000;1.877900;1.893300;1.902100;1.921200;0.066900;0.026200;0.108900;0.292100;0.049900;0.073500;1.899600;1.878700;1.910000;0.019000;0.081300;0.055100;0.027600;0.118800;0.289500;0.046600;0.072100;0.027600;0.082700;0.061000;0.021000;0.045300
0.380;0.313800;0.065600;0.060300;0.017000;0.094500;0.068900;0.023000;0.053100;0.311100;0.191000;0.064300;0.030200;0.054400;0.065600;0.021600;0.114200;0.289500;0.211400;0.067500;0.029500;0.041400;0.068200;0.024300;0.119500;0.288100;0.210700;0.055100;0.137200;0.091900;0.061600;0.029500;0.109600;0.300600;0.060300;0.053100;0.147700;0.068900;0.076700;0.030800;0.118100;0.299300;0.053100;0.057000;0.019000;0.093800;0.068900;1.944600;1.896200;1.925800;1.918800;1.902100;1.893300;1.902100;1.921200;0.066200;0.031500;0.106300;0.292100;0.051800;0.073500;1.899600;1.910800;1.910000;0.019000;0.081300;0.059000;0.028200;0.116800;0.288800;0.046600;0.068900;0.024900;0.082700;0.062900;0.015700;0.046600
0.390;0.312500;0.067500;0.059700;0.017000;0.092500;0.069500;0.023000;0.053100;0.312500;0.192300;0.064300;0.031500;0.054400;0.065600;0.022300;0.114200;0.290100;0.211400;0.067500;0.027600;0.040700;0.069500;0.021000;0.118100;0.289500;0.210700;0.058300;0.137200;0.091900;0.060300;0.026200;0.113500;0.301900;0.065600;0.054400;0.147100;0.068900;0.082700;0.029500;0.117500;0.296700;0.049900;0.052500;0.021600;0.090500;0.063600;1.944600;1.916300;1.946700;1.936700;1.919600;1.906200;1.916700;1.956700;0.066200;0.026900;0.105000;0.292700;0.051800;0.070800;1.933000;1.915400;1.923400;0.018400;0.084000;0.057700;0.024300;0.116800;0.288800;0.048600;0.069500;0.028200;0.082000;0.062900;0.015700;0.047900
0.400;0.311800;0.067500;0.059700;0.016400;0.093200;0.069500;0.023000;0.054400;0.312500;0.192300;0.064300;0.031500;0.055100;0.067500;0.023000;0.114200;0.290100;0.211400;0.068200;0.027600;0.042000;0.068900;0.023000;0.118100;0.287500;0.210000;0.056400;0.137900;0.091900;0.061600;0.030800;0.110300;0.301900;0.061000;0.055700;0.144400;0.072800;0.077400;0.032800;0.117500;0.300000;0.050500;0.058300;0.018400;0.090500;0.063600;1.960400;1.930800;1.946700;1.936700;1.935900;1.928800;1.932900;1.956700;0.065600;0.030200;0.107600;0.292700;0.051200;0.072800;1.933000;1.933800;1.943000;0.020300;0.080700;0.057000;0.024300;0.118100;0.288800;0.048600;0.072100;0.028200;0.082000;0.062300;0.019700;0.044000
0.410;0.311800;0.066200;0.061600;0.016400;0.093200;0.069500;0.023600;0.054400;0.311100;0.192300;0.064900;0.030800;0.054400;0.067500;0.023000;0.114200;0.290100;0.211400;0.068200;0.028200;0.039400;0.066900;0.023000;0.119500;0.289500;0.210000;0.057700;0.137900;0.091200;0.063600;0.027600;0.112900;0.300000;0.062300;0.055700;0.149700;0.068200;0.077400;0.030200;0.115500;0.300000;0.050500;0.053800;0.023000;0.091900;0.068200;1.980900;1.956700;1.965500;1.974300;1.935900;1.949200;1.953400;1.976300;0.065600;0.030200;0.105000;0.292100;0.051200;0.073500;1.951300;1.955900;1.963000;0.015700;0.084600;0.057000;0.028900;0.114900;0.288800;0.046000;0.070200;0.023600;0.081300;0.063600;0.019700;0.044000
0.420;0.312500;0.066200;0.061600;0.017700;0.094500;0.068900;0.021600;0.052500;0.311100;0.193000;0.065600;0.032200;0.055100;0.068200;0.024300;0.114200;0.291400;0.211400;0.068200;0.028200;0.041400;0.068200;0.024300;0.120800;0.287500;0.210700;0.057700;0.136500;0.091200;0.061600;0.028900;0.112900;0.302600;0.062300;0.057100;0.142500;0.071500;0.080000;0.031500;0.120800;0.299300;0.048600;0.053800;0.023000;0.093200;0.065600;1.995900;1.974200;1.981800;1.974300;1.973800;1.964600;1.973000;1.993800;0.066900;0.028200;0.107000;0.294100;0.048600;0.073500;1.969200;1.973000;1.963000;0.015700;0.082000;0.057700;0.025600;0.118800;0.288100;0.046600;0.072100;0.029500;0.084600;0.061000;0.019000;0.046600
0.430;0.313100;0.066200;0.061000;0.016400;0.094500;0.068900;0.023000;0.054400;0.311100;0.193000;0.065600;0.030800;0.055100;0.066200;0.024300;0.114900;0.291400;0.211400;0.069500;0.027600;0.041400;0.067500;0.024300;0.119500;0.287500;0.210700;0.055700;0.136500;0.091900;0.061600;0.030200;0.110300;0.300600;0.061000;0.057100;0.142500;0.071500;0.080000;0.031500;0.114900;0.299300;0.048600;0.054400;0.021000;0.089900;0.065600;2.012600;1.974200;2.003900;1.993000;1.973800;1.984200;1.991300;2.010500;0.066900;0.028200;0.107000;0.291400;0.051800;0.074100;1.987600;1.973000;1.997600;0.019700;0.081300;0.057700;0.027600;0.118800;0.288100;0.047300;0.072100;0.024900;0.081300;0.061000;0.020300;0.044600
0.440;0.311800;0.066200;0.061600;0.017000;0.093200;0.069500;0.023000;0.052500;0.311800;0.193000;0.064300;0.030800;0.054400;0.067500;0.023000;0.112900;0.290800;0.212000;0.066200;0.028200;0.040700;0.067500;0.022300;0.119500;0.289500;0.210700;0.055700;0.137200;0.091900;0.062900;0.030200;0.110300;0.301900;0.061000;0.051800;0.148400;0.068900;0.080000;0.031500;0.118800;0.297300;0.052500;0.054400;0.021000;0.093800;0.064900;2.028900;1.988000;2.019300;2.008900;1.993000;1.984200;1.991300;2.010500;0.064900;0.030800;0.106300;0.291400;0.049200;0.074100;1.987600;1.990500;1.997600;0.019000;0.081300;0.057700;0.026900;0.114900;0.287500;0.045300;0.070200;0.026200;0.084000;0.062300;0.019000;0.046600
0.450;0.312500;0.066900;0.061000;0.015700;0.092500;0.068900;0.023000;0.052500;0.311800;0.193000;0.064300;0.030800;0.054400;0.067500;0.021000;0.112900;0.291400;0.210700;0.068200;0.028900;0.040700;0.068900;0.023000;0.119500;0.288800;0.041200;0.057000;0.137200;0.091900;0.059000;0.026900;0.112200;0.302600;0.063600;0.054400;0.144400;0.068900;0.080700;0.028900;0.116200;0.298000;0.048600;0.055100;0.019700;0.089200;0.066900;2.028900;2.008000;2.033900;2.025500;2.008400;2.001800;2.008400;2.041000;0.064300;0.027600;0.106300;0.292700;0.049200;0.070200;2.018400;2.006800;2.015100;0.017700;0.083300;0.058300;0.024900;0.117500;0.287500;0.047900;0.071500;0.027600;0.082700;0.062300;0.019000;0.047900
0.460;0.311800;0.066900;0.061000;0.015700;0.093800;0.068900;0.022300;0.052500;0.312500;0.193000;0.064300;0.030800;0.055700;0.067500;0.022300;0.113500;0.288800;0.212700;0.068200;0.028900;0.042000;0.066900;0.023000;0.119500;0.289500;0.210700;0.055700;0.135200;0.091900;0.063600;0.028900;0.111600;0.302600;0.063600;0.055700;0.145700;0.073500;0.079400;0.032800;0.116800;0.298700;0.050500;0.057000;0.019700;0.089200;0.066900;2.054300;2.021000;2.033900;2.025500;2.022200;2.016400;2.023900;2.041000;0.068200;0.027600;0.109600;0.292700;0.052500;0.074100;2.018400;2.021000;2.029300;0.021000;0.080000;0.057700;0.024900;0.114900;0.290100;0.047900;0.070200;0.027600;0.082700;0.063600;0.019700;0.043300
0.470;0.311800;0.064300;0.061000;0.016400;0.093800;0.068900;0.022300;0.052500;0.312500;0.191600;0.064300;0.030800;0.052500;0.067500;0.022300;0.114900;0.288800;0.211400;0.068200;0.027600;0.040000;0.068900;0.023000;0.120800;0.287500;0.209400;0.055700;0.135200;0.091900;0.062300;0.030200;0.110900;0.298000;0.061000;0.055700;0.145100;0.068200;0.079400;0.029500;0.116800;0.298700;0.050500;0.053800;0.022300;0.093200;0.065600;2.054300;2.033100;2.048500;2.052700;2.022200;2.031000;2.038000;2.053500;0.068200;0.027600;0.105700;0.292100;0.052500;0.072100;2.031800;2.033100;2.042600;0.016400;0.084000;0.057700;0.028900;0.116200;0.287500;0.046000;0.070200;0.024900;0.082000;0.062900;0.019700;0.043300
0.480;0.311800;0.064300;0.061000;0.016400;0.093800;0.069500;0.023600;0.053800;0.311800;0.193000;0.064900;0.030200;0.053800;0.068200;0.022300;0.114900;0.290800;0.211400;0.067500;0.027600;0.042000;0.067500;0.023000;0.119500;0.288800;0.211400;0.055700;0.138500;0.091900;0.060300;0.026900;0.110900;0.303900;0.064300;0.057700;0.143100;0.072800;0.079400;0.034100;0.118100;0.300000;0.048600;0.053800;0.022300;0.091900;0.068200;;2.045600;2.058900;2.052700;;2.043500;2.049300;;0.066900;0.028900;0.105700;0.293400;0.047900;0.072100;2.043900;2.043900;2.042600200;0.016400;0.082000;0.056400;0.026200;0.118100;0.289500;0.046600;0.073500;0.027600;0.084000;0.061600;0.019000;0.047900
0.490;0.312500;0.065600;0.062300;0.016400;0.093800;0.068900;0.022300;0.053800;0.311800;0.193000;0.064900;0.032200;0.055700;0.066200;0.022300;0.113500;0.290800;0.211400;0.067500;0.028900;0.042000;0.067500;0.023000;0.119500;0.288800;0.208700;0.055700;0.137900;0.091900;0.060300;0.030200;0.110300;0.299300;0.059700;0.057700;0.143100;0.072800;0.079400;0.034100;0.115500;0.300000;0.048600;0.055800;0.021000;0.091200;0.064900;;;;;;;;;0.066900;0.028900;0.109600;0.290800;0.051800;0.074800;;;0.074100;0.019700;0.084000;0.056400;0.028200;0.118100;0.289500;0.047300;0.073500;0.025600;0.082700;0.061600;0.020300;0.044000
0.500;0.312500;0.065600;0.059700;0.015700;0.093800;0.070800;0.023000;0.053100;0.312500;0.193000;0.064300;0.029500;0.053800;0.068200;0.023000;0.114900;0.291400;0.210700;0.068200;0.029500;0.041400;0.067500;0.024300;0.119500;0.289500;0.208700;0.055700;0.137900;0.091900;0.062300;0.030200;0.110300;0.301300;0.059700;0.051200;0.148400;0.069500;0.076700;0.027600;0.118800;0.297300;0.051800;0.055800;0.021000;0.092500;0.068200;;;;;;;;;0.062900;0.030200;0.105000;0.290800;0.049900;0.074800;;;0.074100;0.019000;0.084000;0.058300;0.027600;0.116200;0.289500;0.045300;0.068900;0.025600;0.081300;0.061000;0.017000;0.046000
0.510;0.312500;0.066900;0.061600;0.016400;0.093200;0.068900;0.023600;0.053100;0.312500;0.193000;0.064300;0.032200;0.053800;0.068200;0.021600;0.114900;0.290100;0.211400;0.067500;0.027600;0.042000;0.068900;0.022300;0.119500;0.289500;0.210000;0.057000;0.137900;0.089200;0.060300;0.026200;0.112200;0.301300;0.065600;0.057700;0.145700;0.069500;0.082000;0.031500;0.117500;0.298700;0.049900;0.057000;0.020300;0.091200;0.064300;;;;;;;;;0.065600;0.026900;0.107000;0.292100;0.050500;0.072100;;;0.070800;0.017700;0.082700;0.057700;0.025600;0.116800;0.289500;0.045300;0.071500;0.028200;0.083300;0.061000;0.017000;0.048600
0.520;0.312500;0.065600;0.061600;0.016400;0.093800;0.069500;0.023600;0.053800;0.312500;0.193000;0.063600;0.032200;0.054400;0.067500;0.023000;0.114900;0.289500;0.212000;0.066900;0.027600;0.040000;0.068200;0.024300;0.119500;0.288100;0.210000;0.055700;0.137200;0.089200;0.062300;0.029500;0.109600;0.301300;0.061000;0.054400;0.145100;0.072800;0.078700;0.032200;0.115500;0.298000;0.049200;0.056400;0.019700;0.091200;0.064300;;;;;;;;;0.064900;0.030800;0.107000;0.292100;0.051200;0.074100;;;0.070800;0.019700;0.082000;0.057700;0.025600;0.116800;0.289500;0.049200;0.070200;0.028200;0.083300;0.062900;0.019000;0.043300
0.530;0.312500;0.067500;0.061600;0.015700;0.093800;0.069500;0.023600;0.053800;0.311800;0.193000;0.062900;0.030200;0.053800;0.067500;0.023000;0.114900;0.289500;0.212700;0.068200;0.028200;0.041400;0.066200;0.024300;0.119500;0.289500;0.211400;0.057000;0.137200;0.092500;0.062300;0.028200;0.112900;0.301300;0.062300;0.054400;0.147700;0.069500;0.078700;0.029500;0.115500;0.298000;0.053800;0.053800;0.021000;0.091200;0.066200;;;;;;;;;0.064900;0.030800;0.105700;0.292700;0.051200;0.073500;;;0.074100;0.017700;0.082700;0.057700;0.028200;0.114900;0.288100;0.045300;0.070200;0.025600;0.079400;0.062900;0.019000;0.043300
0.540;0.311800;0.067500;0.061600;0.017700;0.093800;0.068200;0.023000;0.053100;0.312500;0.193600;0.064900;0.031500;0.054400;0.067500;0.021600;0.114200;0.291400;0.212700;0.068200;0.028200;0.040700;0.070200;0.024300;0.120800;0.288100;0.211400;0.057000;0.137200;0.091200;0.061000;0.028900;0.112900;0.301900;0.063600;0.056400;0.143800;0.072800;0.080000;0.032800;0.119500;0.300000;0.047900;0.053800;0.021000;0.093800;0.066900;;;;;;;;;0.066900;0.028200;0.108300;0.294100;0.049200;0.073500;;;0.072800;0.017700;0.082700;0.057000;0.026200;0.118100;0.288800;0.047300;0.071500;0.028900;0.084000;0.062300;0.017700;0.047300
0.550;0.312500;0.066200;0.060300;0.016400;0.093800;0.069500;0.022300;0.053800;0.312500;0.193000;0.064900;0.029500;0.055100;0.066900;0.021600;0.114900;0.291400;0.212000;0.067500;0.028200;0.040700;0.067500;0.024300;0.118100;0.288100;0.210000;0.057000;0.137200;0.093800;0.061000;0.030200;0.110900;0.300600;0.060300;0.056400;0.143800;0.070800;0.080000;0.032800;0.113500;0.300000;0.047900;0.055100;0.021600;0.089200;0.065600;;;;;;;;;0.066900;0.028200;0.108300;0.290800;0.051200;0.074800;;;0.072800;0.019000;0.082000;0.057000;0.027600;0.118100;0.288800;0.047300;0.071500;0.024900;0.081300;0.062300;0.021000;0.043300
0.560;0.312500;0.066200;0.061600;0.016400;0.091900;0.070200;0.022300;0.054400;0.311800;0.193600;0.064300;0.030800;0.054400;0.068200;0.022300;0.114900;0.290100;0.211400;0.068200;0.027600;0.040700;0.067500;0.023000;0.118100;0.289500;0.210000;0.056400;0.136500;0.093800;0.061600;0.030200;0.110900;0.301300;0.060300;0.053100;0.149000;0.067500;0.078700;0.029500;0.120100;0.296700;0.052500;0.055100;0.021600;0.093800;0.067500;;;;;;;;;0.063600;0.029500;0.107000;0.290800;0.049200;0.074800;;;0.075400;0.017700;0.082000;0.060300;0.026900;0.114200;0.288100;0.047300;0.070200;0.026900;0.084000;0.061600;0.017700;0.049200
0.570;0.312500;0.067500;0.061600;0.015700;0.092500;0.068900;0.023600;0.054400;0.312500;0.193600;0.064300;0.031500;0.054400;0.068200;0.021600;0.114900;0.289500;0.210000;0.068900;0.027600;0.040700;0.067500;0.023000;0.118100;0.288800;0.210700;0.055700;0.136500;0.090500;0.061000;0.030200;0.112200;0.301900;0.066200;0.055700;0.143100;0.067500;0.082000;0.032200;0.116200;0.298700;0.048600;0.055100;0.019000;0.089200;0.065600;;;;;;;;;0.065600;0.027600;0.105000;0.292700;0.049900;0.071500;;;0.070800;0.019700;0.083300;0.055100;0.025600;0.117500;0.288100;0.047300;0.070200;0.026200;0.082000;0.061600;0.017700;0.044000
0.580;0.312500;0.065600;0.061600;0.015700;0.095100;0.069500;0.023600;0.053100;0.311800;0.193600;0.062300;0.031500;0.055100;0.068200;0.022300;0.114900;0.289500;0.212000;0.067500;0.027600;0.041400;0.068200;0.023600;0.118100;0.288800;0.210000;0.055700;0.135900;0.090500;0.062300;0.030200;0.110300;0.300600;0.060300;0.055100;0.147100;0.073500;0.078100;0.031500;0.116800;0.298700;0.051800;0.057700;0.019700;0.089200;0.065600;;;;;;;;;0.066900;0.030200;0.107600;0.292700;0.051800;0.074100;;;0.070800;0.018400;0.080700;0.059000;0.025600;0.115500;0.288100;0.046600;0.071500;0.026200;0.082700;0.062300;0.018400;0.046000
0.590;0.312500;0.066900;0.061000;0.015700;0.095100;0.069500;0.023000;0.053100;0.312500;0.192300;0.065600;0.031500;0.055100;0.068200;0.022300;0.114900;0.289500;0.211400;0.068200;0.028200;0.040000;0.068200;0.023600;0.120800;0.289500;0.210000;0.056400;0.135900;0.092500;0.062300;0.027600;0.111600;0.300600;0.063600;0.055100;0.145100;0.068900;0.078100;0.030200;0.116800;0.298700;0.049900;0.053800;0.021600;0.093800;0.066900;;;;;;;;;0.066900;0.030200;0.105000;0.290800;0.051800;0.072800;;;0.076700;0.017700;0.084000;0.059000;0.028900;0.116200;0.288100;0.046600;0.071500;0.023600;0.082700;0.063600;0.018400;0.047900
0.600;0.309800;0.066900;0.061000;0.017000;0.095100;0.069500;0.023000;0.053100;0.310500;0.193000;0.064300;0.031500;0.053800;0.067500;0.023600;0.114200;0.289500;0.211400;0.068200;0.028200;0.042000;0.068900;0.024900;0.119500;0.288800;0.210000;0.056400;0.137900;0.091900;0.061000;0.030200;0.111600;0.305200;0.061000;0.057000;0.144400;0.074100;0.078700;0.032800;0.117500;0.300600;0.048600;0.053800;0.021600;0.091900;0.067500;;;;;;;;;0.066900;0.028900;0.109600;0.294100;0.047300;0.072800;;;0.068900;0.017700;0.082000;0.057700;0.023600;0.118800;0.288100;0.046600;0.073500;0.028900;0.083300;0.061600;0.019000;0.047900
0.610;0.311800;0.066200;0.061600;0.016400;0.095100;0.068900;0.023000;0.052500;0.310500;0.191000;0.064300;0.031500;0.053800;0.066900;0.023600;0.115500;0.289500;0.210700;0.067500;0.030200;0.042000;0.068200;0.024900;0.120800;0.288800;0.209400;0.057000;0.136500;0.092500;0.064900;0.027600;0.110900;0.296000;0.062900;0.057000;0.144400;0.074100;0.078700;0.032800;0.117500;0.300600;0.048600;0.054400;0.023000;0.091200;0.066200;;;;;;;;;0.066900;0.028900;0.109600;0.289500;0.053100;0.074800;;;0.074800;0.020300;0.084600;0.057700;0.029500;0.118800;0.288100;0.046000;0.073500;0.025600;0.082000;0.061600;0.019700;0.043300
0.620;0.311100;0.066200;0.060300;0.017700;0.093200;0.072100;0.023000;0.051800;0.312500;0.193000;0.064300;0.030800;0.051800;0.068900;0.023600;0.114900;0.290100;0.210700;0.068900;0.027600;0.039400;0.068200;0.024300;0.120100;0.287500;0.209400;0.057000;0.137200;0.092500;0.064900;0.027600;0.110900;0.301300;0.062900;0.053100;0.146400;0.071500;0.079400;0.030200;0.118800;0.296000;0.051200;0.054400;0.023000;0.093200;0.068900;;;;;;;;;0.063600;0.030800;0.105700;0.289500;0.046000;0.074800;;;0.072800;0.019700;0.084600;0.059000;0.024900;0.114900;0.286200;0.044600;0.068900;0.027600;0.082700;0.060300;0.019000;0.045900
0.630;0.312500;0.066900;0.061000;0.016400;0.095800;0.070200;0.023600;0.051800;0.309800;0.193000;0.064300;0.032200;0.051800;0.068900;0.023000;0.114900;0.289500;0.210700;0.068900;0.028900;0.042000;0.068900;0.023600;0.119500;0.288100;0.208700;0.057700;0.137200;0.091200;0.060300;0.030200;0.114200;0.300600;0.063600;0.059700;0.143800;0.071500;0.080700;0.030800;0.116800;0.298000;0.047900;0.057700;0.017700;0.091200;0.065600;;;;;;;;;0.064900;0.028200;0.107000;0.290800;0.051800;0.068900;;;;0.017700;0.082000;0.057700;0.026900;0.116800;0.286200;0.044600;0.072100;0.026900;0.084000;0.060300;0.019000;0.045300
0.640;0.311800;0.065600;0.061000;0.016400;0.094500;0.070800;0.023600;0.053800;0.311800;0.193000;0.065600;0.032200;0.054400;0.066200;0.023000;0.114900;0.290100;0.211400;0.068900;0.028900;0.039400;0.068900;0.023600;0.119500;0.287500;0.211400;0.056400;0.136500;0.091200;0.064300;0.030200;0.111600;0.300000;0.061000;0.052500;0.145100;0.073500;0.077400;0.034100;0.118800;0.297300;0.049900;0.055700;0.021600;0.091200;0.065600;;;;;;;;;0.066200;0.030800;0.107600;0.290800;0.049900;0.074100;;;;0.021000;0.082000;0.059000;0.026900;0.117500;0.288100;0.047900;0.070200;0.026900;0.081300;0.063600;0.019700;0.042700
0.650;0.311800;0.065600;0.060300;0.016400;0.094500;0.067500;0.022300;0.053800;0.311800;0.192300;0.063600;0.030200;0.053800;0.066200;0.022300;0.115500;0.290100;0.210000;0.067500;0.028200;0.042000;0.066900;0.023600;0.118800;0.289500;0.209400;0.057000;0.136500;0.095100;0.059700;0.028900;0.112200;0.300000;0.062300;0.052500;0.145700;0.068900;0.077400;0.028200;0.118800;0.296700;0.051800;0.055700;0.019000;0.092500;0.067500;;;;;;;;;0.066200;0.030800;0.107600;0.292700;0.049900;0.069500;;;;0.016400;0.082700;0.059000;0.027600;0.116200;0.288800;0.044600;0.070200;0.025600;0.081300;0.061000;0.019700;0.046600
0.660;0.312500;0.065600;0.060300;0.016400;0.094500;0.067500;0.022300;0.051200;0.312500;0.192300;0.063600;0.030800;0.054400;0.066900;0.023000;0.113500;0.290800;0.212000;0.067500;0.028200;0.040000;0.070200;0.023000;0.120800;0.288100;0.210700;0.055700;0.137900;0.090500;0.062300;0.026900;0.112200;0.301900;0.062300;0.054400;0.144400;0.072800;0.080700;0.033500;0.118800;0.298700;0.046600;0.055700;0.019000;0.092500;0.066200;;;;;;;;;0.068200;0.029500;0.108900;0.292700;0.049200;0.069500;;;;0.016400;0.082700;0.056400;0.026200;0.117500;0.289500;0.048600;0.072800;0.027600;0.084600;0.062300;0.017700;0.046600
