TimeStamp;2025-07-07 10-55-28;2025-07-07 10-55-46;2025-07-07 10-56-04;2025-07-07 10-56-22;2025-07-07 10-56-41;2025-07-07 10-56-59;2025-07-07 10-57-18;2025-07-07 10-57-36;2025-07-07 10-57-54;2025-07-07 10-58-12;2025-07-07 10-58-30;2025-07-07 10-58-48;2025-07-07 10-59-06;2025-07-07 10-59-25;2025-07-07 10-59-43;2025-07-07 11-00-01;2025-07-07 11-00-19;2025-07-07 11-00-37;2025-07-07 11-00-55;2025-07-07 11-01-13;2025-07-07 11-01-31;2025-07-07 11-01-50;2025-07-07 11-02-08;2025-07-07 11-02-27;2025-07-07 11-02-45;2025-07-07 11-03-03;2025-07-07 11-03-21;2025-07-07 11-03-39;2025-07-07 11-03-58;2025-07-07 11-04-16;2025-07-07 11-04-35;2025-07-07 11-04-53;2025-07-07 11-05-11;2025-07-07 11-05-29;2025-07-07 11-05-47;2025-07-07 11-06-05;2025-07-07 11-06-24;2025-07-07 11-06-42;2025-07-07 11-07-01;2025-07-07 11-07-19;2025-07-07 11-07-37;2025-07-07 11-07-57;2025-07-07 11-08-16;2025-07-07 11-08-36;2025-07-07 11-08-54;2025-07-07 11-09-13;2025-07-07 11-09-31;2025-07-07 11-09-49;2025-07-07 11-10-07;2025-07-07 11-10-28;2025-07-07 11-10-46;2025-07-07 11-11-04;2025-07-07 11-11-22;2025-07-07 11-11-41;2025-07-07 11-11-59;2025-07-07 11-12-17;2025-07-07 11-12-35;2025-07-07 11-12-53;2025-07-07 11-13-12;2025-07-07 11-13-30;2025-07-07 11-13-48;2025-07-07 11-16-37;2025-07-07 11-16-56;2025-07-07 11-17-14;2025-07-07 11-17-32;2025-07-07 11-17-50;2025-07-07 11-18-08;2025-07-07 11-18-26;2025-07-07 11-18-44;2025-07-07 11-19-03;2025-07-07 11-19-21;2025-07-07 11-19-39;2025-07-07 11-19-57;2025-07-07 11-20-15;2025-07-07 11-20-35;2025-07-07 11-20-54;2025-07-07 11-21-12;2025-07-07 11-21-31;2025-07-07 11-21-49;2025-07-07 11-22-07;2025-07-07 11-22-26;2025-07-07 11-22-44;2025-07-07 11-23-02;2025-07-07 11-23-20;2025-07-07 11-23-38;2025-07-07 11-23-57;2025-07-07 11-24-15;2025-07-07 11-24-34;2025-07-07 11-24-52;2025-07-07 11-25-10;2025-07-07 11-25-45;2025-07-07 11-26-03;2025-07-07 11-26-22;2025-07-07 11-26-40;2025-07-07 11-26-58;2025-07-07 11-27-16;2025-07-07 11-25-28;2025-07-07 11-25-46;2025-07-07 11-26-04;2025-07-07 11-26-23;2025-07-07 11-26-41;2025-07-07 11-26-59;2025-07-07 11-27-17;2025-07-07 11-27-35;2025-07-07 11-27-54;2025-07-07 11-27-34;2025-07-07 11-27-53;2025-07-07 11-28-11;2025-07-07 11-28-29;2025-07-07 11-28-48;2025-07-07 11-29-06;2025-07-07 11-29-24;2025-07-07 11-28-12;2025-07-07 11-28-30;2025-07-07 11-28-49;2025-07-07 11-29-07;2025-07-07 11-29-24;2025-07-07 11-29-43;2025-07-07 11-30-01;2025-07-07 11-30-19;2025-07-07 11-30-37;2025-07-07 11-30-55;2025-07-07 11-31-14;2025-07-07 11-31-32;2025-07-07 11-31-50;2025-07-07 11-32-09;2025-07-07 11-32-27;2025-07-07 11-32-45;2025-07-07 11-33-03;2025-07-07 11-33-23;2025-07-07 11-33-44;2025-07-07 11-34-02;2025-07-07 11-34-20;2025-07-07 11-34-38;2025-07-07 11-34-57;2025-07-07 11-35-15;2025-07-07 11-35-33;2025-07-07 11-35-51;2025-07-07 11-38-21;2025-07-07 11-38-39;2025-07-07 11-38-57;2025-07-07 11-39-15;2025-07-07 11-39-33;2025-07-07 11-39-51;2025-07-07 11-40-10;2025-07-07 11-40-28;2025-07-07 11-40-47;2025-07-07 11-41-05;2025-07-07 11-41-23;2025-07-07 11-41-41;2025-07-07 11-41-59;2025-07-07 11-42-17;2025-07-07 11-42-35;2025-07-07 11-42-53;2025-07-07 11-43-12;2025-07-07 11-43-31;2025-07-07 11-43-49;2025-07-07 11-44-07;2025-07-07 11-44-26;2025-07-07 11-44-44;2025-07-07 11-45-02;2025-07-07 11-45-20;2025-07-07 11-45-39;2025-07-07 11-45-57;2025-07-07 11-46-16;2025-07-07 11-46-34;2025-07-07 11-46-52;2025-07-07 11-47-10;2025-07-07 11-47-29;2025-07-07 11-47-47;2025-07-07 11-48-06;2025-07-07 11-48-24;2025-07-07 11-48-42;2025-07-07 11-49-00;2025-07-07 11-49-18;2025-07-07 11-49-36;2025-07-07 11-49-55;2025-07-07 11-50-13;2025-07-07 11-50-32;2025-07-07 11-50-50;2025-07-07 11-51-09;2025-07-07 11-51-27;2025-07-07 11-51-45;2025-07-07 11-52-03;2025-07-07 11-52-21;2025-07-07 11-52-40;2025-07-07 11-52-59;2025-07-07 11-53-17;2025-07-07 11-53-35;2025-07-07 11-53-53;2025-07-07 11-54-11;2025-07-07 11-54-29;2025-07-07 11-54-48;2025-07-07 11-55-06;2025-07-07 11-55-24;2025-07-07 11-55-42;2025-07-07 11-56-00;2025-07-07 11-56-19;2025-07-07 11-56-37;2025-07-07 11-56-55;2025-07-07 11-57-13;2025-07-07 11-57-31
0.220;1.600000;1.660000;1.720000;1.620000;1.740000;1.960000;1.720000;1.780000;1.860000;1.780000;1.720000;1.840000;1.800000;1.740000;1.780000;1.760000;1.820000;1.780000;1.740000;1.780000;1.760000;1.760000;1.820000;1.880000;1.820000;1.760000;1.720000;1.880000;1.760000;2.000000;1.900000;1.860000;1.880000;1.820000;1.900000;1.900000;1.740000;1.920000;1.920000;1.960000;1.880000;1.940000;1.960000;1.820000;1.980000;1.880000;1.960000;2.060000;2.100000;2.060000;2.060000;1.920000;1.880000;2.120000;2.100000;2.040000;2.080000;2.040000;2.120000;1.960000;1.860000;1.580000;1.720000;1.780000;1.700000;1.700000;1.560000;1.660000;1.760000;1.640000;1.800000;1.800000;1.780000;1.680000;1.600000;1.680000;1.780000;1.800000;1.740000;1.800000;1.680000;1.720000;1.800000;1.720000;1.700000;1.760000;1.780000;1.900000;1.880000;1.840000;0.052100;0.133000;0.028300;0.070000;0.002900;0.126000;1.800000;1.820000;1.820000;1.800000;1.840000;1.880000;1.840000;1.840000;1.920000;0.083400;0.121800;0.001600;0.075900;0.097600;0.048800;;2.000000;1.860000;1.860000;1.880000;1.960000;1.960000;1.980000;1.860000;1.860000;1.920000;2.060000;2.180000;1.960000;2.000000;1.980000;1.960000;1.960000;2.060000;2.100000;2.040000;2.120000;2.120000;2.100000;2.120000;2.100000;1.960000;1.680000;1.740000;1.720000;1.720000;1.800000;1.780000;1.880000;1.760000;1.820000;1.780000;1.740000;1.840000;1.700000;1.740000;1.840000;1.680000;1.740000;1.760000;1.760000;1.740000;1.720000;2.060000;1.960000;1.700000;1.840000;1.780000;1.880000;1.720000;1.800000;1.800000;1.720000;1.800000;2.060000;2.040000;1.840000;1.920000;1.800000;2.080000;2.000000;1.840000;2.040000;2.060000;1.980000;2.000000;1.880000;2.160000;1.980000;1.860000;2.160000;2.120000;2.240000;2.040000;1.960000;1.920000;2.040000;1.920000;2.100000;2.140000;2.240000;1.980000;2.040000;2.140000;2.000000;2.080000
0.230;1.600000;1.820000;1.820000;1.740000;1.780000;2.080000;1.820000;1.720000;1.940000;1.820000;1.760000;1.840000;1.860000;1.900000;2.000000;1.900000;1.800000;1.780000;1.900000;1.920000;1.840000;1.880000;1.920000;1.900000;1.980000;1.840000;1.940000;1.900000;1.880000;1.900000;1.800000;2.040000;1.900000;2.040000;2.100000;1.940000;1.700000;1.920000;2.000000;2.000000;1.880000;1.940000;1.960000;1.860000;2.100000;2.060000;1.940000;2.100000;2.040000;2.140000;2.120000;1.980000;1.860000;2.080000;2.160000;2.080000;2.080000;2.100000;2.080000;2.200000;1.980000;1.600000;1.720000;1.780000;1.760000;1.700000;1.760000;1.680000;1.800000;1.760000;1.780000;1.920000;1.760000;1.800000;1.800000;1.860000;1.780000;1.880000;1.820000;1.840000;1.780000;1.820000;1.820000;1.740000;1.720000;1.860000;1.840000;1.940000;1.880000;1.840000;0.125100;0.133000;0.028300;0.061300;0.067500;0.055400;1.800000;1.800000;1.820000;1.940000;1.840000;1.800000;1.860000;2.100000;1.940000;0.004500;0.176400;0.001600;0.075900;0.097600;0.032900;;2.000000;1.940000;2.040000;1.960000;1.980000;1.980000;1.840000;1.980000;2.060000;1.940000;2.060000;2.120000;1.960000;1.900000;2.100000;2.040000;2.140000;2.080000;2.000000;2.040000;2.040000;2.240000;2.060000;2.080000;2.120000;2.200000;1.840000;1.800000;1.820000;1.720000;1.760000;1.820000;1.900000;1.860000;1.860000;1.880000;1.800000;1.840000;1.740000;1.900000;2.000000;1.740000;1.760000;1.760000;1.780000;1.820000;1.780000;2.060000;1.960000;1.820000;1.860000;1.860000;1.880000;1.860000;1.860000;1.760000;1.880000;1.800000;2.060000;2.040000;1.900000;1.840000;1.940000;2.080000;1.880000;1.900000;1.900000;1.960000;2.040000;2.120000;2.100000;1.960000;1.980000;1.940000;2.040000;2.200000;2.220000;2.040000;1.960000;1.960000;1.940000;1.920000;2.140000;2.120000;2.160000;2.060000;1.980000;2.260000;2.140000;2.060000
0.240;1.620000;1.740000;1.780000;1.760000;1.800000;1.960000;1.820000;1.720000;1.960000;1.900000;1.940000;1.820000;1.840000;1.940000;1.860000;2.100000;1.880000;1.920000;1.900000;1.920000;1.840000;1.940000;1.980000;1.880000;1.940000;1.980000;2.060000;1.860000;1.800000;2.060000;1.980000;2.040000;1.900000;2.000000;2.100000;1.880000;1.800000;1.980000;2.140000;2.000000;1.940000;2.000000;1.960000;1.980000;2.100000;2.060000;2.100000;2.140000;2.160000;2.180000;2.160000;2.100000;1.980000;2.080000;2.300000;2.040000;2.060000;2.160000;2.140000;2.200000;2.100000;1.860000;1.840000;1.920000;1.900000;1.800000;1.760000;1.680000;1.800000;1.720000;1.800000;1.920000;1.820000;1.920000;1.800000;1.920000;1.920000;1.900000;1.820000;1.860000;1.840000;1.800000;1.840000;1.840000;1.780000;2.000000;1.900000;1.960000;1.860000;2.000000;0.156000;0.124300;0.025000;0.061300;0.091300;0.035400;1.920000;1.820000;1.860000;1.980000;1.840000;1.900000;1.920000;2.060000;1.940000;0.004500;0.176400;0.013700;0.049600;0.124700;0.032900;;2.140000;1.960000;2.040000;2.140000;1.980000;2.060000;1.940000;1.900000;2.160000;2.000000;2.120000;2.280000;2.080000;2.060000;2.080000;2.040000;2.160000;2.080000;2.280000;2.120000;2.100000;2.280000;2.080000;2.240000;2.140000;2.200000;1.800000;1.940000;1.840000;1.920000;1.800000;1.920000;1.900000;1.800000;1.860000;1.840000;1.920000;1.980000;1.880000;1.900000;2.120000;1.820000;1.760000;1.780000;1.900000;1.900000;1.780000;2.040000;1.960000;1.800000;1.760000;1.840000;1.960000;1.820000;1.960000;1.900000;2.080000;1.860000;2.080000;2.080000;1.980000;1.940000;1.880000;2.080000;2.120000;1.840000;2.000000;2.080000;2.040000;2.060000;2.140000;2.100000;2.000000;1.880000;2.060000;2.100000;2.220000;2.060000;2.040000;2.000000;2.060000;1.920000;2.120000;2.260000;2.200000;2.220000;2.200000;2.260000;2.080000;2.120000
0.250;1.620000;1.860000;1.820000;1.740000;1.840000;2.120000;1.880000;1.800000;1.900000;1.860000;1.940000;1.820000;1.840000;1.980000;2.120000;2.060000;2.040000;1.960000;1.900000;1.840000;1.880000;1.960000;2.000000;1.880000;2.060000;2.040000;1.960000;1.860000;1.800000;2.220000;2.080000;2.040000;2.180000;2.000000;2.040000;2.000000;1.880000;2.280000;2.140000;2.000000;2.200000;2.180000;2.080000;1.980000;2.000000;2.120000;2.280000;2.140000;2.160000;2.160000;2.160000;2.100000;2.120000;2.120000;2.320000;2.140000;2.180000;2.140000;2.160000;2.140000;2.240000;1.820000;1.840000;1.820000;1.880000;1.760000;1.860000;1.780000;1.900000;1.760000;1.960000;1.920000;1.840000;1.820000;1.780000;1.920000;1.860000;1.900000;1.800000;1.820000;1.940000;1.900000;1.940000;1.920000;1.860000;2.000000;2.060000;1.940000;2.040000;2.040000;0.156000;0.067100;0.015800;0.035800;0.153500;0.022100;2.000000;1.900000;1.860000;2.060000;1.880000;1.900000;1.960000;2.060000;1.980000;0.015000;0.093800;0.068800;0.049600;0.124700;0.025400;;2.140000;2.000000;1.960000;2.080000;1.980000;2.080000;2.040000;2.080000;2.080000;2.000000;2.140000;2.280000;2.200000;2.060000;2.120000;2.060000;2.060000;2.200000;2.300000;2.140000;2.200000;2.400000;2.220000;2.260000;2.180000;2.080000;1.860000;1.940000;1.860000;1.840000;1.800000;1.940000;1.840000;1.900000;1.900000;1.880000;1.940000;2.040000;1.940000;1.980000;2.120000;1.880000;2.000000;1.920000;1.880000;1.940000;1.840000;2.040000;2.040000;1.820000;1.840000;1.840000;1.920000;1.820000;1.920000;1.940000;1.980000;1.860000;2.060000;2.120000;2.040000;2.060000;1.940000;2.100000;2.000000;1.960000;1.980000;2.200000;2.080000;2.060000;2.080000;2.260000;2.060000;1.940000;2.120000;2.160000;2.260000;2.160000;2.060000;2.220000;2.180000;2.160000;2.300000;2.200000;2.180000;2.180000;2.160000;2.300000;2.200000;2.220000
0.260;1.580000;1.860000;1.880000;1.800000;1.880000;1.960000;1.840000;1.920000;1.900000;1.780000;1.980000;1.880000;1.840000;2.040000;1.880000;2.060000;1.960000;1.880000;1.940000;1.760000;1.900000;1.940000;2.040000;2.040000;2.120000;1.960000;1.960000;2.040000;1.840000;2.040000;1.960000;2.120000;2.060000;2.080000;2.000000;2.080000;1.880000;2.120000;2.180000;1.960000;2.040000;2.080000;2.120000;2.000000;2.100000;2.120000;2.240000;2.180000;2.300000;2.160000;2.180000;2.100000;2.120000;2.220000;2.320000;2.180000;2.180000;2.100000;2.100000;2.140000;2.180000;1.760000;1.880000;1.920000;1.880000;1.740000;1.760000;1.800000;1.900000;1.880000;2.000000;1.920000;1.840000;1.880000;1.900000;1.760000;1.880000;1.900000;1.920000;1.880000;1.800000;1.840000;2.000000;1.940000;1.840000;2.040000;2.000000;2.000000;1.920000;2.040000;0.120100;0.062500;0.003300;0.015800;0.069600;0.022100;1.860000;1.940000;1.860000;1.960000;1.940000;1.980000;1.960000;2.060000;1.860000;0.017900;0.093800;0.128400;0.011700;0.145100;0.025400;;2.160000;1.940000;2.100000;2.120000;1.980000;2.080000;2.080000;1.960000;2.160000;1.900000;2.140000;2.280000;2.160000;2.220000;2.120000;2.120000;2.220000;2.240000;2.300000;2.240000;2.100000;2.140000;2.140000;2.320000;2.180000;2.140000;1.860000;1.860000;1.820000;1.840000;1.820000;1.940000;1.840000;1.860000;1.920000;2.040000;1.920000;2.100000;1.960000;1.880000;1.920000;1.940000;1.900000;1.840000;1.840000;2.060000;1.840000;2.000000;2.000000;1.860000;1.940000;1.920000;1.920000;1.960000;1.960000;1.940000;1.940000;1.860000;2.040000;2.140000;2.040000;1.960000;1.960000;2.140000;1.940000;1.960000;2.040000;2.140000;2.180000;2.100000;2.180000;2.180000;2.100000;2.060000;2.220000;2.180000;2.300000;2.180000;2.140000;2.160000;2.080000;2.040000;2.100000;2.240000;2.180000;2.180000;2.320000;2.220000;2.280000;2.240000
0.270;1.680000;1.800000;1.880000;1.880000;1.780000;1.960000;1.900000;1.800000;1.860000;1.780000;1.900000;1.840000;1.780000;2.040000;1.940000;1.880000;2.000000;1.880000;1.840000;1.860000;1.920000;2.040000;1.960000;2.000000;2.120000;2.060000;2.040000;1.980000;1.860000;2.180000;2.000000;2.000000;2.060000;1.900000;2.060000;1.980000;1.900000;2.220000;2.120000;1.960000;2.060000;2.080000;2.120000;2.040000;2.080000;2.160000;2.120000;2.180000;2.180000;2.040000;2.220000;2.200000;2.240000;2.220000;2.300000;2.100000;2.160000;2.160000;2.160000;2.140000;2.140000;1.780000;1.820000;1.940000;1.880000;1.980000;1.760000;1.820000;1.820000;1.800000;1.960000;1.960000;1.840000;1.940000;1.840000;1.860000;1.840000;1.980000;1.960000;1.940000;1.940000;1.880000;2.000000;1.940000;1.820000;2.000000;2.060000;2.060000;2.040000;2.040000;0.120100;0.004100;0.003300;0.055900;0.135500;0.030000;1.920000;1.940000;2.040000;2.000000;2.040000;2.000000;1.900000;2.060000;1.860000;0.039200;0.070000;0.128400;0.045000;0.119300;0.021600;;2.040000;1.980000;2.080000;2.120000;2.120000;2.180000;2.080000;2.160000;2.160000;2.080000;2.240000;2.260000;2.200000;2.160000;2.180000;2.120000;2.220000;2.200000;2.220000;2.280000;2.320000;2.140000;2.260000;2.300000;2.220000;2.240000;1.820000;1.920000;1.920000;2.000000;1.860000;2.040000;1.860000;1.760000;1.920000;1.920000;1.960000;2.040000;1.880000;1.880000;1.920000;1.940000;2.000000;1.840000;2.040000;2.060000;1.920000;2.160000;1.920000;1.880000;1.960000;1.900000;2.100000;1.940000;2.120000;1.900000;1.980000;1.860000;2.180000;2.060000;2.000000;1.980000;1.960000;2.180000;2.120000;1.880000;2.100000;2.140000;2.060000;2.160000;2.220000;2.180000;2.000000;2.100000;2.140000;2.260000;2.360000;2.160000;2.200000;2.180000;2.180000;2.000000;2.160000;2.260000;2.240000;2.180000;2.240000;2.240000;2.220000;2.240000
0.280;1.620000;1.800000;1.860000;1.840000;1.920000;2.000000;1.880000;1.920000;1.940000;1.840000;2.000000;2.000000;1.820000;2.040000;2.140000;1.840000;1.960000;1.960000;1.860000;2.000000;1.980000;2.060000;2.100000;1.920000;1.960000;2.000000;2.000000;2.080000;1.860000;2.080000;2.060000;1.960000;2.180000;2.120000;2.240000;2.000000;2.000000;2.140000;2.120000;2.080000;2.100000;2.180000;2.220000;2.040000;2.080000;2.180000;2.320000;2.180000;2.280000;2.080000;2.200000;2.160000;2.160000;2.200000;2.300000;2.200000;2.220000;2.160000;2.240000;2.200000;2.200000;1.800000;1.900000;1.880000;1.820000;1.980000;1.780000;1.800000;1.940000;1.960000;1.960000;1.860000;1.840000;1.920000;1.840000;1.960000;1.880000;1.900000;1.840000;1.940000;1.940000;1.960000;1.960000;1.900000;1.820000;2.120000;2.080000;2.060000;2.040000;2.080000;0.056700;0.075900;0.108000;0.007000;0.135500;0.030000;1.960000;1.940000;1.920000;2.100000;1.940000;1.940000;1.920000;2.100000;2.000000;0.049200;0.005400;0.092600;0.110900;0.006700;0.086700;;2.200000;2.000000;2.240000;2.120000;2.140000;2.140000;2.180000;2.160000;2.280000;2.120000;2.120000;2.240000;2.380000;2.180000;2.140000;2.280000;2.220000;2.180000;2.280000;2.280000;2.320000;2.320000;2.260000;2.340000;2.120000;2.140000;1.780000;1.940000;1.960000;1.900000;1.860000;1.980000;2.000000;1.760000;1.920000;1.960000;1.960000;1.960000;1.960000;1.900000;1.940000;2.000000;1.980000;1.780000;1.960000;1.840000;1.840000;2.140000;2.000000;1.840000;1.880000;1.940000;2.040000;2.040000;2.000000;1.960000;1.960000;1.920000;2.040000;2.060000;2.080000;1.980000;2.080000;2.220000;2.240000;1.920000;2.040000;2.240000;2.100000;2.080000;2.160000;2.180000;2.080000;2.080000;2.180000;2.320000;2.260000;2.220000;2.100000;2.160000;2.260000;2.120000;2.160000;2.240000;2.320000;2.320000;2.320000;2.220000;2.200000;2.220000
0.290;1.720000;1.860000;1.900000;1.940000;1.940000;2.000000;1.880000;1.980000;1.980000;1.920000;2.000000;1.980000;1.900000;2.060000;1.940000;1.960000;2.120000;1.900000;2.060000;1.840000;1.920000;2.160000;2.100000;2.000000;2.040000;2.040000;2.060000;1.960000;1.920000;2.000000;2.160000;2.040000;2.100000;2.000000;2.240000;1.980000;2.000000;2.160000;2.120000;2.160000;2.200000;2.180000;2.120000;2.220000;2.140000;2.140000;2.320000;2.260000;2.300000;2.200000;2.280000;2.140000;2.100000;2.380000;2.340000;2.160000;2.240000;2.160000;2.240000;2.320000;2.200000;1.820000;1.880000;1.880000;1.920000;1.960000;1.820000;1.840000;1.900000;1.880000;2.040000;1.880000;1.940000;1.920000;1.780000;1.920000;1.800000;2.040000;1.980000;1.940000;2.060000;1.860000;1.960000;1.860000;1.860000;2.100000;2.060000;1.940000;2.080000;1.980000;0.047500;0.075900;0.108000;0.061700;0.027500;0.002900;1.960000;1.860000;1.900000;1.980000;2.120000;2.100000;2.120000;2.140000;2.060000;0.124200;0.021600;0.092600;0.110900;0.006700;0.108800;;2.120000;2.000000;2.140000;2.200000;2.180000;2.180000;2.060000;2.000000;1.980000;2.120000;2.120000;2.280000;2.380000;2.160000;2.240000;2.200000;2.140000;2.140000;2.400000;2.260000;2.280000;2.360000;2.280000;2.500000;2.300000;2.280000;1.840000;2.080000;1.960000;2.140000;1.900000;1.840000;1.960000;2.040000;1.920000;2.060000;2.000000;1.940000;1.920000;1.960000;2.160000;1.900000;1.980000;1.960000;2.000000;1.920000;1.840000;2.040000;2.040000;1.800000;1.980000;1.980000;2.120000;2.100000;2.000000;1.960000;2.000000;1.980000;1.980000;2.120000;2.140000;2.080000;2.100000;2.320000;2.200000;2.100000;2.140000;2.320000;2.200000;2.140000;2.260000;2.320000;2.080000;2.100000;2.120000;2.220000;2.360000;2.340000;2.100000;2.140000;2.220000;2.120000;2.380000;2.160000;2.300000;2.340000;2.380000;2.400000;2.280000;2.260000
0.300;1.680000;1.860000;1.940000;1.940000;1.860000;2.000000;1.900000;1.940000;2.060000;1.860000;2.000000;1.940000;1.740000;1.900000;2.120000;1.980000;1.980000;1.920000;2.040000;1.900000;1.920000;2.060000;2.160000;1.920000;2.080000;1.960000;1.940000;1.920000;1.920000;2.000000;2.100000;2.080000;2.100000;2.040000;2.220000;1.860000;2.120000;2.160000;2.220000;1.980000;2.060000;2.240000;2.120000;2.240000;2.040000;2.120000;2.280000;2.220000;2.240000;2.240000;2.280000;2.220000;2.260000;2.360000;2.480000;2.240000;2.380000;2.200000;2.360000;2.140000;2.200000;1.800000;1.860000;1.740000;1.860000;1.860000;1.940000;1.880000;2.000000;1.920000;1.960000;1.900000;1.960000;1.740000;1.860000;1.840000;1.740000;2.040000;1.920000;2.040000;1.920000;1.880000;1.940000;2.060000;1.900000;2.080000;2.060000;1.960000;1.960000;2.060000;0.031700;0.044200;0.114700;0.061700;0.043300;0.032900;1.880000;1.960000;1.940000;1.980000;2.080000;2.080000;2.060000;2.120000;2.140000;0.124200;0.021600;0.062900;0.092600;0.005400;0.108800;;2.140000;2.000000;2.180000;2.180000;2.160000;2.000000;2.060000;2.220000;2.040000;2.100000;2.160000;2.300000;2.280000;2.160000;2.200000;2.180000;2.200000;2.140000;2.340000;2.280000;2.340000;2.420000;2.280000;2.300000;2.240000;2.220000;1.860000;2.120000;1.940000;1.920000;1.940000;1.880000;1.900000;1.760000;1.860000;1.960000;2.040000;2.000000;1.940000;1.900000;2.200000;1.900000;2.080000;2.040000;2.000000;1.960000;1.900000;2.120000;2.040000;1.800000;2.040000;1.860000;2.040000;2.180000;2.120000;1.920000;2.040000;2.040000;2.040000;2.160000;2.160000;2.120000;2.080000;2.360000;2.120000;2.080000;2.080000;2.300000;2.160000;2.240000;2.120000;2.180000;2.060000;2.100000;2.120000;2.220000;2.360000;2.240000;2.200000;2.280000;2.320000;2.240000;2.260000;2.180000;2.220000;2.340000;2.220000;2.300000;2.260000;2.360000
0.310;1.680000;1.960000;1.860000;1.940000;1.860000;2.040000;1.860000;1.820000;1.860000;1.820000;1.880000;1.940000;1.800000;2.040000;1.920000;1.840000;1.900000;1.920000;1.940000;2.000000;2.060000;2.040000;2.140000;1.960000;2.060000;1.880000;1.920000;1.880000;1.780000;2.080000;2.100000;2.080000;1.920000;2.040000;2.300000;1.880000;1.920000;2.220000;2.140000;2.060000;2.100000;2.200000;2.140000;2.160000;2.040000;2.160000;2.280000;2.100000;2.100000;2.220000;2.240000;2.260000;2.180000;2.200000;2.420000;2.240000;2.280000;2.280000;2.180000;2.300000;2.180000;1.800000;1.800000;1.920000;1.980000;1.820000;1.800000;1.760000;1.980000;1.920000;1.900000;1.820000;1.900000;1.740000;1.800000;1.840000;1.820000;1.960000;1.920000;1.960000;2.060000;1.880000;1.980000;2.000000;1.880000;1.880000;1.980000;2.000000;1.940000;2.040000;0.031700;0.047900;0.105100;0.070000;0.043300;0.123400;1.840000;1.980000;1.860000;2.080000;2.000000;1.980000;2.000000;2.100000;2.080000;0.119700;0.015000;0.000800;0.121700;0.005400;0.095100;;1.980000;1.960000;2.060000;2.280000;2.120000;1.960000;2.100000;2.120000;2.040000;2.100000;2.140000;2.240000;2.240000;2.160000;2.260000;2.000000;2.260000;2.100000;2.260000;2.240000;2.320000;2.460000;2.220000;2.300000;2.260000;2.100000;1.820000;1.960000;1.860000;1.860000;1.940000;1.780000;1.780000;1.660000;1.780000;1.880000;2.140000;2.000000;1.940000;1.920000;2.080000;1.840000;1.960000;2.040000;2.060000;2.060000;1.940000;2.160000;1.960000;1.860000;2.040000;2.000000;2.000000;2.140000;2.120000;1.900000;2.100000;1.820000;1.900000;1.980000;1.960000;2.000000;2.060000;2.380000;2.060000;1.980000;2.060000;2.180000;2.160000;2.240000;2.120000;2.140000;2.000000;2.140000;2.200000;2.200000;2.300000;2.240000;2.080000;2.220000;2.320000;2.120000;2.160000;2.100000;2.300000;2.260000;2.140000;2.300000;2.300000;2.300000
0.320;1.680000;1.940000;1.800000;1.860000;1.820000;2.080000;1.920000;1.900000;1.700000;1.880000;2.060000;2.140000;1.940000;1.960000;1.920000;1.800000;2.140000;1.960000;2.000000;1.940000;2.100000;2.040000;2.140000;1.960000;2.140000;1.940000;1.900000;1.980000;1.800000;1.840000;2.100000;1.960000;1.880000;1.940000;2.140000;2.040000;1.940000;2.160000;2.140000;2.220000;2.160000;2.160000;2.100000;2.160000;2.280000;2.280000;2.220000;2.380000;2.140000;2.140000;2.280000;2.260000;2.180000;2.240000;2.260000;2.180000;2.360000;1.960000;2.320000;2.340000;2.180000;1.780000;1.820000;1.960000;1.900000;1.860000;1.960000;1.720000;1.980000;1.900000;1.980000;1.820000;2.080000;1.860000;1.800000;1.860000;1.800000;2.100000;1.900000;1.920000;1.920000;1.780000;1.860000;1.920000;1.800000;1.900000;1.900000;1.900000;2.060000;2.040000;0.014500;0.066300;0.078400;0.100900;0.012100;0.123400;2.000000;1.940000;1.900000;2.040000;2.080000;1.900000;2.120000;2.100000;1.880000;0.140900;0.015000;0.049200;0.012500;0.048400;0.095100;;1.900000;1.960000;1.900000;2.260000;2.040000;1.880000;2.040000;2.040000;2.000000;1.960000;1.960000;2.400000;2.260000;2.360000;2.120000;2.120000;2.360000;2.080000;2.140000;2.240000;2.160000;2.440000;2.120000;2.460000;2.260000;2.220000;1.720000;1.960000;1.960000;1.820000;1.800000;1.720000;1.960000;1.840000;1.840000;1.880000;2.060000;1.940000;1.860000;1.900000;2.160000;1.940000;1.960000;1.920000;1.980000;1.960000;1.900000;2.100000;2.060000;1.880000;2.000000;1.920000;2.000000;2.140000;2.000000;1.900000;2.100000;1.820000;1.880000;1.980000;2.120000;1.980000;2.040000;2.300000;2.060000;2.000000;2.060000;2.100000;2.160000;2.300000;2.420000;2.280000;2.080000;2.080000;1.920000;2.120000;2.240000;2.420000;2.240000;2.220000;2.200000;1.960000;2.260000;2.100000;2.260000;2.180000;2.140000;2.140000;2.300000;2.100000
