TimeStamp;2025-07-07 10-59-35;2025-07-07 10-59-54;2025-07-07 11-00-12;2025-07-07 11-00-30;2025-07-07 11-00-48;2025-07-07 11-01-06;2025-07-07 11-01-24;2025-07-07 11-01-43;2025-07-07 11-02-01;2025-07-07 11-02-19;2025-07-07 11-02-37;2025-07-07 11-02-55;2025-07-07 11-03-14;2025-07-07 11-03-32;2025-07-07 11-03-50;2025-07-07 11-04-09;2025-07-07 11-04-27;2025-07-07 11-04-45;2025-07-07 11-05-04;2025-07-07 11-05-22;2025-07-07 11-05-40;2025-07-07 11-05-58;2025-07-07 11-06-16;2025-07-07 11-06-35;2025-07-07 11-06-53;2025-07-07 11-07-11;2025-07-07 11-07-30;2025-07-07 11-07-49;2025-07-07 11-08-09;2025-07-07 11-08-29;2025-07-07 11-08-47;2025-07-07 11-07-30;2025-07-07 11-07-49;2025-07-07 11-08-09;2025-07-07 11-08-29;2025-07-07 11-08-47;2025-07-07 11-09-06;2025-07-07 11-09-24;2025-07-07 11-09-42;2025-07-07 11-10-00;2025-07-07 11-10-20;2025-07-07 11-10-39;2025-07-07 11-09-06;2025-07-07 11-09-24;2025-07-07 11-09-42;2025-07-07 11-10-00;2025-07-07 11-10-20;2025-07-07 11-10-39;2025-07-07 11-10-57;2025-07-07 11-10-57;2025-07-07 11-11-15;2025-07-07 11-11-33;2025-07-07 11-11-52;2025-07-07 11-12-10;2025-07-07 11-12-28;2025-07-07 11-12-46;2025-07-07 11-13-04;2025-07-07 11-13-22;2025-07-07 11-13-40;2025-07-07 11-16-30;2025-07-07 11-16-48;2025-07-07 11-17-06;2025-07-07 11-17-25;2025-07-07 11-17-42;2025-07-07 11-18-00;2025-07-07 11-18-19;2025-07-07 11-18-37;2025-07-07 11-18-55;2025-07-07 11-19-14;2025-07-07 11-19-32;2025-07-07 11-19-50;2025-07-07 11-20-08;2025-07-07 11-20-28;2025-07-07 11-20-46;2025-07-07 11-21-05;2025-07-07 11-21-23;2025-07-07 11-21-42;2025-07-07 11-22-00;2025-07-07 11-22-18;2025-07-07 11-22-37;2025-07-07 11-22-55;2025-07-07 11-23-13;2025-07-07 11-23-31;2025-07-07 11-23-50;2025-07-07 11-24-08;2025-07-07 11-24-26;2025-07-07 11-24-45;2025-07-07 11-25-03;2025-07-07 11-25-21;2025-07-07 11-25-39;2025-07-07 11-25-57;2025-07-07 11-26-16;2025-07-07 11-26-34;2025-07-07 11-26-52;2025-07-07 11-27-10;2025-07-07 11-27-28;2025-07-07 11-27-46;2025-07-07 11-28-04;2025-07-07 11-28-23;2025-07-07 11-28-41;2025-07-07 11-29-00;2025-07-07 11-29-18;2025-07-07 11-29-35;2025-07-07 11-29-53;2025-07-07 11-30-12;2025-07-07 11-30-30;2025-07-07 11-30-48;2025-07-07 11-31-07;2025-07-07 11-31-25;2025-07-07 11-31-43;2025-07-07 11-32-01;2025-07-07 11-32-20;2025-07-07 11-32-38;2025-07-07 11-32-56;2025-07-07 11-33-16;2025-07-07 11-33-37;2025-07-07 11-33-55;2025-07-07 11-34-13;2025-07-07 11-34-31;2025-07-07 11-34-49;2025-07-07 11-35-08;2025-07-07 11-35-26;2025-07-07 11-35-44;2025-07-07 11-38-13;2025-07-07 11-38-31;2025-07-07 11-38-50;2025-07-07 11-39-08;2025-07-07 11-39-26;2025-07-07 11-39-44;2025-07-07 11-40-02;2025-07-07 11-40-21;2025-07-07 11-40-39;2025-07-07 11-40-58;2025-07-07 11-41-16;2025-07-07 11-41-34;2025-07-07 11-41-52;2025-07-07 11-42-10;2025-07-07 11-42-28;2025-07-07 11-42-46;2025-07-07 11-43-05;2025-07-07 11-43-23;2025-07-07 11-43-42;2025-07-07 11-44-00;2025-07-07 11-44-18;2025-07-07 11-44-37;2025-07-07 11-44-55;2025-07-07 11-45-13;2025-07-07 11-45-32;2025-07-07 11-45-50;2025-07-07 11-46-08;2025-07-07 11-46-27;2025-07-07 11-46-45;2025-07-07 11-47-03;2025-07-07 11-47-21;2025-07-07 11-47-39;2025-07-07 11-47-58;2025-07-07 11-48-17;2025-07-07 11-48-35;2025-07-07 11-48-53;2025-07-07 11-49-11;2025-07-07 11-49-29;2025-07-07 11-49-47;2025-07-07 11-50-06;2025-07-07 11-50-24;2025-07-07 11-50-43;2025-07-07 11-51-01;2025-07-07 11-51-19;2025-07-07 11-51-38;2025-07-07 11-51-56;2025-07-07 11-52-14;2025-07-07 11-52-32;2025-07-07 11-52-51;2025-07-07 11-53-10;2025-07-07 11-53-28;2025-07-07 11-53-46;2025-07-07 11-54-04;2025-07-07 11-54-22;2025-07-07 11-54-40;2025-07-07 11-54-58;2025-07-07 11-55-17;2025-07-07 11-55-35;2025-07-07 11-55-53;2025-07-07 11-56-11;2025-07-07 11-56-29;2025-07-07 11-56-48;2025-07-07 11-57-06;2025-07-07 11-57-24
0.230;0.111500;0.104400;0.024400;0.105400;0.182400;0.142400;0.142600;0.106000;0.045500;0.099000;0.016100;0.119700;0.056200;0.117300;0.039400;0.060800;0.126400;0.015200;0.060800;0.135600;0.005800;0.057700;0.132600;0.095600;0.012500;1.280000;1.120000;1.000000;1.280000;1.240000;1.200000;0.053100;0.200700;0.053700;0.126200;0.003900;1.000000;1.160000;1.220000;1.220000;1.240000;1.100000;0.089800;0.031400;0.082100;0.047700;0.165600;0.064400;0.980000;0.029900;0.027800;0.044600;0.074800;0.051600;0.004800;0.014000;0.083100;0.229100;0.102600;0.001800;0.053700;0.016800;0.041500;0.159800;0.093800;0.062600;0.006700;0.034500;0.075100;0.053700;0.058600;0.027500;0.040300;0.070200;0.194000;0.006400;0.139900;0.027800;0.058900;0.081500;0.047600;0.070500;0.141100;0.153900;0.025000;0.052500;0.027200;0.117900;0.105400;0.018600;0.124000;0.094400;0.022900;0.183000;0.000300;0.173200;0.028400;0.043300;0.005200;0.071800;0.106300;0.179600;0.145700;0.160100;0.069900;0.092500;0.067500;0.039400;0.028400;0.031100;0.071100;0.067200;0.088600;0.117000;0.059500;0.127400;0.216300;0.004900;0.058600;0.107800;0.084300;0.068100;0.164600;0.090700;0.019500;0.153300;0.087700;0.193400;0.172000;0.022900;0.032000;0.049800;0.044900;0.063800;0.197900;0.141100;0.084900;0.131600;0.170100;0.026800;0.091900;0.225200;0.014300;0.117600;0.022300;0.203100;0.146600;0.220300;0.156700;0.031100;0.167100;0.103900;0.098300;0.179300;0.071700;0.056200;0.018600;0.106300;0.243500;0.019800;0.104800;0.094100;0.006100;0.021000;0.136900;0.016200;0.159800;0.159100;0.137500;0.041800;0.011000;0.065700;0.007300;0.074200;0.058000;0.088900;0.007600;0.088900;0.138700;0.065300;0.107800;0.000000;0.186000;0.060200;0.005500;0.056800;0.032600
0.240;0.111500;0.095300;0.011900;0.080300;0.218400;0.100500;0.134700;0.088300;0.045500;0.113600;0.007300;0.119700;0.038500;0.109100;0.005800;0.059200;0.126400;0.048200;0.061100;0.135600;0.048500;0.026600;0.199200;0.056200;0.027200;1.100000;1.120000;1.300000;1.280000;1.060000;1.200000;0.046400;0.200700;0.031100;0.126200;0.014000;1.000000;1.100000;1.180000;1.220000;1.140000;1.340000;0.089800;0.001500;0.122200;0.047700;0.168000;0.107200;0.960000;0.046100;0.022600;0.043900;0.046400;0.081500;0.001500;0.040600;0.069000;0.229100;0.104500;0.001800;0.061400;0.031400;0.012800;0.215700;0.135900;0.044300;0.014900;0.034500;0.054700;0.015500;0.058600;0.068400;0.102000;0.086700;0.244700;0.009400;0.113000;0.032700;0.058900;0.138400;0.083400;0.052500;0.203500;0.164700;0.038500;0.032700;0.072400;0.077600;0.071200;0.047300;0.200700;0.133500;0.028100;0.228200;0.000300;0.173200;0.064800;0.019200;0.041800;0.098600;0.126500;0.210200;0.192200;0.171100;0.104700;0.075700;0.059500;0.063200;0.067800;0.031100;0.088000;0.067200;0.085200;0.117000;0.112400;0.127400;0.230400;0.037800;0.033200;0.101700;0.077000;0.068100;0.185100;0.118800;0.019500;0.219000;0.121300;0.224200;0.213900;0.036000;0.004200;0.049800;0.009400;0.104100;0.241300;0.205600;0.087300;0.131600;0.170100;0.022900;0.181800;0.293600;0.040900;0.069900;0.082100;0.257200;0.146600;0.296000;0.156700;0.089200;0.199200;0.123400;0.109600;0.179300;0.169500;0.016400;0.018600;0.072700;0.286000;0.019800;0.160700;0.069300;0.006100;0.090700;0.181500;0.057700;0.229400;0.210500;0.151800;0.056500;0.011000;0.034200;0.046100;0.074200;0.057100;0.219400;0.022000;0.119100;0.094100;0.065300;0.132900;0.019800;0.186000;0.060200;0.032300;0.013100;0.082800
0.250;0.110300;0.070200;0.011900;0.034500;0.243800;0.100500;0.095000;0.053100;0.106600;0.169200;0.007300;0.182700;0.073000;0.124900;0.052800;0.011900;0.139300;0.066000;0.061100;0.190300;0.048500;0.025300;0.199200;0.056200;0.053700;1.260000;0.940000;1.240000;1.240000;1.200000;1.200000;0.046400;0.214800;0.008500;0.149700;0.042800;1.120000;1.260000;1.140000;1.100000;1.200000;1.140000;0.088300;0.001500;0.154900;0.037500;0.168000;0.143300;1.160000;0.102300;0.013400;0.030200;0.046400;0.094700;0.025300;0.141100;0.004500;0.267000;0.104500;0.097100;0.063800;0.031400;0.033900;0.215700;0.165900;0.020700;0.014900;0.006700;0.019500;0.015500;0.066900;0.068400;0.102000;0.115800;0.254200;0.009400;0.091300;0.062000;0.020400;0.205000;0.115500;0.051600;0.278300;0.162500;0.054600;0.001800;0.072400;0.042100;0.051900;0.047300;0.200700;0.133500;0.027800;0.280500;0.040900;0.290500;0.064800;0.019200;0.041800;0.148500;0.139000;0.252000;0.246200;0.215400;0.178100;0.075700;0.059500;0.055300;0.115100;0.046100;0.112700;0.115200;0.057700;0.161900;0.202800;0.160700;0.290800;0.037800;0.033200;0.101700;0.054700;0.111500;0.264600;0.121000;0.041200;0.219000;0.180500;0.260000;0.274300;0.036000;0.061400;0.024400;0.014000;0.104100;0.273700;0.205600;0.110300;0.157900;0.216600;0.079100;0.230000;0.349500;0.040900;0.021900;0.154200;0.333900;0.169900;0.296000;0.226400;0.089200;0.199200;0.137800;0.109600;0.281400;0.169500;0.026800;0.058900;0.046100;0.286000;0.080000;0.219000;0.040000;0.048800;0.090700;0.263700;0.110900;0.282000;0.266700;0.172000;0.056500;0.030500;0.001800;0.046100;0.106900;0.057100;0.219400;0.068100;0.119100;0.094100;0.117600;0.174100;0.040900;0.245300;0.095000;0.032300;0.055000;0.127400
0.260;0.085800;0.044000;0.067500;0.032300;0.239500;0.040000;0.028700;0.001800;0.106600;0.169200;0.018600;0.182700;0.073000;0.148500;0.132900;0.018900;0.166500;0.112700;0.039700;0.193400;0.097400;0.025300;0.240400;0.006700;0.074800;1.200000;1.280000;1.160000;1.140000;1.240000;1.160000;0.059200;0.252700;0.008500;0.179300;0.049500;1.260000;1.000000;1.260000;1.100000;1.280000;1.140000;0.086400;0.022900;0.213200;0.011600;0.216000;0.206200;1.340000;0.162200;0.001500;0.030200;0.023200;0.094700;0.034800;0.141100;0.004500;0.310400;0.114200;0.097100;0.063800;0.055900;0.033900;0.317700;0.202200;0.003600;0.127700;0.060800;0.019500;0.061100;0.098000;0.119500;0.164000;0.157300;0.264200;0.010000;0.009400;0.096500;0.020400;0.205000;0.173800;0.051600;0.346500;0.162800;0.054600;0.056200;0.116700;0.013100;0.008200;0.090400;0.273700;0.180500;0.049800;0.280500;0.085500;0.290500;0.198600;0.022900;0.098700;0.148500;0.159800;0.312500;0.246200;0.267900;0.231200;0.000900;0.033600;0.055300;0.115100;0.055000;0.112700;0.153900;0.035400;0.189100;0.247100;0.160700;0.327800;0.069600;0.035100;0.070900;0.038800;0.129500;0.264600;0.147200;0.065700;0.261800;0.224500;0.310100;0.308900;0.093200;0.061400;0.024400;0.066000;0.113600;0.273700;0.259100;0.165600;0.157900;0.262400;0.079100;0.230000;0.349500;0.117900;0.010400;0.208000;0.333900;0.220500;0.412500;0.226400;0.148500;0.208000;0.137800;0.133200;0.281400;0.218100;0.117900;0.105100;0.031400;0.270700;0.080000;0.219000;0.003300;0.048800;0.156100;0.263700;0.188500;0.338800;0.266700;0.189700;0.073300;0.067500;0.070800;0.070800;0.173800;0.100500;0.258500;0.108100;0.117000;0.028400;0.179300;0.239200;0.040900;0.304000;0.138400;0.172300;0.055000;0.186300
0.270;0.066000;0.044000;0.067500;0.032300;0.239500;0.040000;0.028700;0.070800;0.167400;0.286600;0.068100;0.160100;0.086100;0.170500;0.190900;0.018900;0.190000;0.112700;0.009700;0.257500;0.153000;0.139000;0.278300;0.077300;0.139000;1.380000;1.220000;1.160000;1.140000;1.220000;1.180000;0.059200;0.314400;0.127700;0.194600;0.049500;1.240000;1.280000;1.120000;1.160000;1.280000;1.220000;0.117900;0.078500;0.272500;0.026200;0.216000;0.206200;1.100000;0.205300;0.001500;0.026200;0.061100;0.197600;0.034800;0.187900;0.129500;0.369100;0.126200;0.168300;0.093200;0.086100;0.122500;0.317700;0.205900;0.003600;0.127700;0.126500;0.015500;0.116100;0.140500;0.167700;0.224500;0.186700;0.264200;0.010000;0.009400;0.096500;0.009700;0.252700;0.257500;0.005500;0.403000;0.162800;0.091300;0.114800;0.148500;0.058900;0.052500;0.134700;0.313100;0.265500;0.049800;0.346800;0.158500;0.311000;0.198600;0.086100;0.098700;0.272800;0.201000;0.366600;0.313800;0.289300;0.275600;0.000900;0.003000;0.121300;0.177800;0.079700;0.253600;0.225200;0.000300;0.239200;0.290800;0.215400;0.359900;0.131600;0.035100;0.038100;0.001800;0.219600;0.366600;0.168600;0.098600;0.321100;0.286900;0.342500;0.308900;0.093200;0.111500;0.098100;0.147200;0.150300;0.311300;0.315000;0.201000;0.167700;0.268800;0.156700;0.375800;0.412700;0.117900;0.010400;0.267900;0.365100;0.252300;0.412500;0.281400;0.207700;0.249000;0.168900;0.157300;0.344300;0.228500;0.161300;0.124900;0.089200;0.272200;0.216600;0.325400;0.003300;0.099600;0.230400;0.381300;0.253000;0.338800;0.356500;0.233100;0.088300;0.132600;0.137800;0.084900;0.217200;0.131600;0.329600;0.143600;0.144200;0.025900;0.232200;0.263700;0.164900;0.348900;0.201600;0.172300;0.122500;0.244700
0.280;0.066000;0.001200;0.147500;0.090700;0.253200;0.012800;0.095300;0.138100;0.216000;0.286600;0.101700;0.183900;0.118800;0.194000;0.215000;0.084900;0.205000;0.212000;0.050700;0.274900;0.210500;0.139000;0.340700;0.128600;0.187000;1.160000;1.100000;1.440000;1.320000;1.180000;1.280000;0.104800;0.314400;0.127700;0.194600;0.124000;1.380000;1.200000;1.280000;1.280000;1.200000;1.200000;0.117900;0.107800;0.334500;0.026200;0.255400;0.256600;1.080000;0.205300;0.088300;0.033000;0.124000;0.197600;0.079400;0.272200;0.129500;0.369100;0.157900;0.224800;0.115200;0.106600;0.122500;0.355900;0.209300;0.077600;0.198000;0.202800;0.104800;0.152700;0.195500;0.171700;0.269800;0.186700;0.292400;0.056500;0.044300;0.125500;0.058600;0.317100;0.257500;0.005500;0.403000;0.189700;0.144800;0.181800;0.185700;0.058900;0.091600;0.181500;0.353200;0.294200;0.136200;0.346800;0.206800;0.349200;0.259400;0.117000;0.116400;0.272800;0.213900;0.396300;0.313800;0.289300;0.346800;0.027800;0.061400;0.121300;0.261200;0.110600;0.253600;0.225200;0.000300;0.271900;0.355900;0.237100;0.359900;0.179000;0.084300;0.030800;0.001800;0.219600;0.366600;0.168600;0.113600;0.351700;0.286900;0.342500;0.356800;0.117000;0.183600;0.142300;0.213500;0.187000;0.301500;0.344600;0.201000;0.187300;0.291100;0.156700;0.375800;0.421600;0.158600;0.091900;0.267900;0.396600;0.290200;0.460400;0.293900;0.297200;0.259700;0.168900;0.174100;0.381900;0.249300;0.206200;0.124900;0.089200;0.288700;0.216600;0.325400;0.040300;0.171700;0.271600;0.381300;0.327500;0.432300;0.356500;0.233100;0.093400;0.132600;0.169200;0.123100;0.299100;0.129200;0.385300;0.143600;0.180800;0.091300;0.267300;0.286200;0.164900;0.377600;0.264000;0.247800;0.184500;0.304300
0.290;0.031700;0.062000;0.198200;0.157900;0.260600;0.059500;0.095300;0.138100;0.251100;0.334800;0.151500;0.208700;0.154300;0.194000;0.215000;0.133200;0.228200;0.212000;0.100200;0.326300;0.210500;0.194000;0.370300;0.184800;0.187000;1.160000;1.380000;1.440000;1.220000;1.300000;1.300000;0.138400;0.383100;0.190300;0.221800;0.124000;1.320000;1.320000;1.280000;1.200000;1.260000;1.180000;0.168600;0.107800;0.334500;0.109600;0.290200;0.256600;1.080000;0.289300;0.088300;0.082800;0.185700;0.245900;0.123400;0.315000;0.190000;0.407300;0.180800;0.287200;0.140500;0.144200;0.163700;0.392000;0.209300;0.077600;0.249300;0.266400;0.144500;0.221500;0.207700;0.171700;0.269800;0.223000;0.328400;0.061400;0.086400;0.125500;0.096800;0.338500;0.304300;0.048800;0.451000;0.189700;0.171400;0.181800;0.185700;0.093500;0.091600;0.181500;0.353200;0.352300;0.136200;0.396600;0.252300;0.369700;0.305500;0.182100;0.126200;0.310400;0.213900;0.396300;0.366000;0.355600;0.346800;0.076000;0.061400;0.161900;0.312500;0.156400;0.318400;0.313100;0.053100;0.291200;0.355900;0.293600;0.338800;0.253000;0.145700;0.088300;0.023200;0.330600;0.384000;0.172600;0.146300;0.351700;0.352300;0.348300;0.356800;0.125200;0.241900;0.224200;0.213500;0.187000;0.307000;0.397200;0.233700;0.212600;0.291100;0.199200;0.402100;0.457700;0.200100;0.091900;0.293900;0.413100;0.306100;0.476300;0.358100;0.329600;0.300600;0.184500;0.174100;0.435700;0.249300;0.206200;0.178700;0.141100;0.295400;0.267900;0.352000;0.110300;0.213800;0.309500;0.421900;0.327500;0.432300;0.389200;0.223600;0.117000;0.179000;0.169200;0.123100;0.331200;0.137700;0.385300;0.178700;0.198000;0.091300;0.301200;0.286200;0.221800;0.410600;0.336400;0.300900;0.226100;0.304300
0.300;0.031700;0.111800;0.247500;0.206500;0.286200;0.134100;0.155800;0.205300;0.251100;0.364200;0.193700;0.208700;0.171400;0.205300;0.263100;0.220000;0.228200;0.271900;0.145400;0.326300;0.320500;0.252000;0.419500;0.238000;0.251100;1.280000;1.200000;1.300000;1.440000;1.380000;1.260000;0.157600;0.383100;0.241000;0.221800;0.161000;1.240000;1.140000;1.200000;1.280000;1.300000;1.340000;0.168600;0.187500;0.371800;0.109600;0.303400;0.280200;1.200000;0.338800;0.116100;0.158900;0.227300;0.271000;0.158800;0.352900;0.224500;0.407300;0.206800;0.287200;0.156100;0.159400;0.198900;0.417100;0.199800;0.113900;0.296900;0.266400;0.144500;0.285600;0.207700;0.195500;0.376100;0.242000;0.339400;0.115400;0.120000;0.156400;0.096800;0.383100;0.375800;0.064400;0.478200;0.235500;0.207400;0.228800;0.254800;0.111800;0.138100;0.288100;0.412200;0.378200;0.161300;0.397800;0.252300;0.369700;0.337300;0.225500;0.161900;0.356200;0.220300;0.439000;0.402700;0.383400;0.392300;0.108100;0.118500;0.184500;0.312500;0.156400;0.374500;0.313100;0.084900;0.291200;0.424700;0.293600;0.346800;0.340400;0.179600;0.134700;0.048600;0.330600;0.399600;0.222400;0.146300;0.388300;0.363300;0.342800;0.360500;0.155500;0.296400;0.224200;0.256900;0.245600;0.308900;0.443900;0.247500;0.212600;0.294200;0.230600;0.438400;0.469600;0.220000;0.132000;0.363000;0.453700;0.306100;0.498000;0.358100;0.388900;0.322000;0.211400;0.206200;0.435700;0.295100;0.251700;0.178700;0.208300;0.311600;0.327500;0.380700;0.146300;0.213800;0.341300;0.443600;0.376700;0.458000;0.404200;0.248400;0.147900;0.179000;0.230300;0.199800;0.331200;0.136500;0.431700;0.212900;0.198000;0.183000;0.301200;0.295100;0.261500;0.418900;0.336400;0.361100;0.273700;0.334900
0.310;0.066200;0.162200;0.247500;0.268200;0.286300;0.134100;0.198600;0.242600;0.316500;0.395000;0.193700;0.251400;0.183900;0.236500;0.297900;0.268900;0.262400;0.276500;0.145400;0.332400;0.320500;0.287500;0.419500;0.238000;0.292700;1.340000;1.340000;1.480000;1.460000;1.380000;1.260000;0.157600;0.394400;0.280100;0.233400;0.175100;1.160000;1.200000;1.180000;1.200000;1.320000;1.300000;0.184800;0.187500;0.406000;0.143000;0.303400;0.320200;1.160000;0.396300;0.116100;0.218100;0.227300;0.275300;0.199200;0.392000;0.301800;0.406300;0.206800;0.373000;0.159100;0.159400;0.241000;0.417100;0.208000;0.169800;0.296900;0.339400;0.265200;0.285600;0.243500;0.195500;0.376100;0.271900;0.381600;0.115400;0.144200;0.159800;0.182100;0.397200;0.403000;0.110600;0.516300;0.243800;0.229400;0.274600;0.254800;0.145700;0.179900;0.288100;0.412200;0.407900;0.173800;0.421300;0.307300;0.420100;0.337300;0.225500;0.161900;0.363200;0.232200;0.451900;0.410000;0.375200;0.427100;0.108100;0.118500;0.209900;0.386200;0.189400;0.406000;0.358700;0.114500;0.298500;0.424700;0.320500;0.368200;0.340400;0.179600;0.134700;0.083700;0.355300;0.424700;0.262100;0.172900;0.388300;0.400800;0.338500;0.391100;0.155500;0.339100;0.307000;0.281100;0.245600;0.320800;0.443900;0.284400;0.256300;0.316200;0.304000;0.466800;0.471100;0.220000;0.158800;0.385000;0.473000;0.335700;0.498000;0.382200;0.388900;0.322000;0.209000;0.206200;0.489500;0.295100;0.284400;0.211400;0.232200;0.311600;0.369700;0.406300;0.182700;0.297900;0.341300;0.477800;0.413700;0.488500;0.430200;0.263000;0.147900;0.212000;0.275300;0.199800;0.379500;0.136500;0.431700;0.274000;0.233100;0.183000;0.333300;0.324700;0.304300;0.418900;0.401800;0.361100;0.294500;0.382800
0.320;0.124600;0.189400;0.370900;0.296000;0.286300;0.172000;0.249900;0.307400;0.316500;0.414600;0.213500;0.251400;0.183900;0.235200;0.352900;0.287500;0.292700;0.339400;0.216000;0.344600;0.356200;0.287500;0.427400;0.258800;0.317700;1.220000;1.380000;1.200000;1.280000;1.300000;1.280000;0.196700;0.374300;0.280100;0.256900;0.208000;1.240000;1.140000;1.160000;1.220000;1.240000;1.160000;0.225500;0.217200;0.456200;0.168900;0.308600;0.340300;1.240000;0.434100;0.176900;0.218100;0.273700;0.275300;0.233100;0.392000;0.301800;0.418900;0.209600;0.373000;0.159100;0.192500;0.241000;0.457400;0.239800;0.209300;0.391700;0.339400;0.265200;0.323500;0.255400;0.219000;0.419800;0.291100;0.395300;0.119700;0.183600;0.205600;0.182100;0.397200;0.431700;0.110600;0.573500;0.263000;0.229400;0.304300;0.285400;0.197300;0.216600;0.319300;0.452200;0.407900;0.205600;0.421300;0.322900;0.420100;0.401200;0.278000;0.208400;0.363200;0.230300;0.458000;0.410000;0.373300;0.433800;0.165600;0.139000;0.209900;0.386200;0.217200;0.406000;0.395700;0.150600;0.298500;0.474800;0.320500;0.384300;0.393800;0.273700;0.182700;0.122800;0.411200;0.424700;0.296000;0.212900;0.405100;0.436900;0.363900;0.389500;0.220900;0.339100;0.307000;0.308300;0.242000;0.320800;0.502300;0.297900;0.256300;0.340000;0.304000;0.466800;0.471100;0.261200;0.207400;0.443000;0.473000;0.352600;0.541400;0.382200;0.405400;0.335100;0.209000;0.219300;0.489500;0.335800;0.325100;0.245600;0.292700;0.329300;0.369700;0.406300;0.213200;0.297900;0.385600;0.477800;0.445100;0.527600;0.430200;0.281700;0.202200;0.229700;0.349200;0.250500;0.431700;0.178400;0.495900;0.314400;0.244700;0.235200;0.384400;0.351900;0.304300;0.452200;0.418000;0.432900;0.294500;0.397200
0.330;0.162500;0.189400;0.370900;0.296000;0.313500;0.172000;0.249900;0.348900;0.360500;0.455500;0.254800;0.260600;0.220600;0.260000;0.393200;0.287500;0.318700;0.339400;0.252700;0.372400;0.387100;0.377900;0.439700;0.325100;0.382800;1.240000;1.300000;1.220000;1.300000;1.300000;1.140000;0.196700;0.389800;0.386200;0.260000;0.208000;1.160000;1.140000;1.180000;1.160000;1.240000;1.260000;0.234300;0.239500;0.455800;0.204100;0.308600;0.340300;1.280000;0.467700;0.176900;0.258400;0.311300;0.329700;0.233100;0.407900;0.384000;0.429900;0.227900;0.410900;0.166800;0.230000;0.339400;0.457400;0.259400;0.209300;0.391700;0.403600;0.295100;0.361700;0.282300;0.244400;0.440900;0.337300;0.395300;0.159200;0.183600;0.205600;0.224200;0.436300;0.462300;0.168000;0.616900;0.263000;0.258100;0.363600;0.334500;0.223600;0.263000;0.370600;0.449700;0.440200;0.205600;0.451600;0.368200;0.404500;0.401200;0.304900;0.208400;0.441200;0.263600;0.447600;0.456800;0.386200;0.478500;0.165600;0.159200;0.253300;0.423100;0.244700;0.479100;0.451900;0.194000;0.334500;0.506900;0.365700;0.384300;0.422800;0.273700;0.219000;0.178400;0.483900;0.480300;0.315900;0.283800;0.402100;0.470200;0.366900;0.389500;0.220900;0.369700;0.362000;0.375200;0.297900;0.372700;0.579000;0.329700;0.325400;0.367200;0.401800;0.539600;0.513900;0.261200;0.207400;0.443000;0.507200;0.388900;0.541400;0.395400;0.445800;0.360500;0.243800;0.257200;0.503500;0.364800;0.370300;0.297900;0.331500;0.342200;0.476300;0.427100;0.213200;0.337600;0.419500;0.500100;0.495900;0.527600;0.494000;0.322900;0.202200;0.264900;0.365100;0.292700;0.517600;0.205000;0.555500;0.360800;0.265200;0.282300;0.420100;0.372100;0.387700;0.460400;0.476300;0.432900;0.357700;0.478100
0.340;0.162500;0.201900;0.409100;0.339700;0.338200;0.257500;0.377300;0.360200;0.386800;0.455500;0.289600;0.290500;0.236100;0.294800;0.451000;0.349200;0.332100;0.377000;0.279200;0.389200;0.430800;0.377900;0.472000;0.383700;0.416100;1.160000;1.160000;1.340000;1.280000;1.340000;1.140000;0.222700;0.389800;0.386200;0.260000;0.286900;1.160000;1.200000;1.180000;1.280000;1.240000;1.140000;0.234300;0.260900;0.487300;0.204100;0.321100;0.376700;1.260000;0.467700;0.189700;0.286300;0.348300;0.329700;0.279200;0.461900;0.384000;0.429900;0.258500;0.456500;0.217500;0.283800;0.339400;0.468100;0.293600;0.289900;0.427400;0.467100;0.360200;0.397800;0.311300;0.289300;0.496200;0.337300;0.449800;0.184500;0.235200;0.270700;0.278000;0.478700;0.462300;0.168000;0.616900;0.318100;0.303700;0.408200;0.382200;0.223600;0.302500;0.421900;0.439100;0.471700;0.251100;0.451600;0.432600;0.426800;0.439600;0.349500;0.273100;0.441200;0.277400;0.448200;0.456800;0.386200;0.485200;0.215700;0.189400;0.253300;0.458600;0.270700;0.479100;0.451900;0.194000;0.352600;0.536800;0.396300;0.384300;0.444200;0.329300;0.268500;0.178400;0.483900;0.480300;0.315900;0.333000;0.407500;0.470200;0.366900;0.399900;0.289600;0.428900;0.408200;0.436300;0.321700;0.372700;0.618700;0.329700;0.325400;0.367200;0.401800;0.539600;0.521200;0.314400;0.312200;0.539600;0.526700;0.461700;0.593300;0.411200;0.498300;0.403900;0.243800;0.273100;0.524900;0.409100;0.425000;0.297900;0.331500;0.369100;0.476300;0.455900;0.292000;0.388300;0.445200;0.517900;0.538000;0.571700;0.494000;0.322900;0.233700;0.264900;0.401200;0.356200;0.565500;0.219000;0.636100;0.360800;0.298800;0.303400;0.473800;0.392000;0.387700;0.494400;0.487300;0.445200;0.384000;0.527000
